model1	model2	concept	r1	r2	z	p
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	war	0.47501561087018845	0.5401485220871993	-0.87176351306287	0.3833374033943038
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	war	0.47501561087018845	0.4888164138376444	-0.17840973719453615	0.8584012028077301
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	war	0.47501561087018845	0.564918220038031	-1.2257000587402156	0.22031156810898223
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count	gpt-4o-2024-08-06_zeroshot_description_score_sbert	war	0.47501561087018845	0.49991526840306516	-0.32419595634248544	0.7457896832753057
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	war	0.4709860166865463			
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	war	0.4709860166865463			
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	gpt-4-turbo-2024-04-09_zeroshot_baseline_count	war	0.4709860166865463	0.49144298733614816	-0.26423912944819394	0.7915956612757462
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	gpt-4-turbo-2024-04-09_zeroshot_baseline_score	war	0.4709860166865463	0.4447841081813027	0.3290797771974166	0.742095389201354
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	gpt-4-turbo-2024-04-09_zeroshot_description_count	war	0.4709860166865463	0.44492987989397503	0.32727608828223553	0.7434590762733011
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	gpt-4-turbo-2024-04-09_zeroshot_description_score	war	0.4709860166865463	0.4362472462956312	0.43420740974192346	0.6641378328321201
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_baseline_count	war	0.4709860166865463	0.4862484035777306	-0.19649525186965572	0.8442225486888868
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_baseline_score	war	0.4709860166865463	0.4824375094497758	-0.14708110324365084	0.8830680050829276
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_description_count	war	0.4709860166865463	0.46680655418410977	0.05317038448564241	0.9575961519819458
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_description_score	war	0.4709860166865463	0.4555432365249933	0.1951567222037024	0.8452702582532821
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	baseline_sbert-carrier	war	0.4709860166865463	0.3667869887758438	1.2567779069896563	0.20883406821650885
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	baseline_count	war	0.4709860166865463	0.4479671629533972	0.28962797485684943	0.7721008630249531
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	baseline_gpt4-turbo	war	0.4709860166865463	0.3719340213598322	1.1976247563532185	0.23106313387745048
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	baseline_gpt4-turbo_sbert-carrier	war	0.4709860166865463	0.49216240866084027	-0.2736571088216657	0.7843481420450846
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	war	0.4709860166865463	0.5608260774043522	-1.2177708361821329	0.22331106982100657
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	war	0.4709860166865463	0.3667869887758438	1.2567779069896563	0.20883406821650885
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	war	0.4709860166865463	0.5401485220871993	-0.9232825961028316	0.35585995514471414
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	war	0.4709860166865463	0.4888164138376444	-0.22992882023449765	0.8181470809158873
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	war	0.4709860166865463	0.564918220038031	-1.277219141780177	0.20152489087491166
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_description_score_sbert	war	0.4709860166865463	0.49991526840306516	-0.37571503938244694	0.7071287559160866
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	war				
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	gpt-4-turbo-2024-04-09_zeroshot_baseline_count	war		0.49144298733614816		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	gpt-4-turbo-2024-04-09_zeroshot_baseline_score	war		0.4447841081813027		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	gpt-4-turbo-2024-04-09_zeroshot_description_count	war		0.44492987989397503		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	gpt-4-turbo-2024-04-09_zeroshot_description_score	war		0.4362472462956312		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	gpt-4o-2024-08-06_zeroshot_baseline_count	war		0.4862484035777306		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	gpt-4o-2024-08-06_zeroshot_baseline_score	war		0.4824375094497758		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	gpt-4o-2024-08-06_zeroshot_description_count	war		0.46680655418410977		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	gpt-4o-2024-08-06_zeroshot_description_score	war		0.4555432365249933		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	baseline_sbert-carrier	war		0.3667869887758438		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	baseline_count	war		0.4479671629533972		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	baseline_gpt4-turbo	war		0.3719340213598322		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	baseline_gpt4-turbo_sbert-carrier	war		0.49216240866084027		
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	war	0.5608260774043522			
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	war		0.3667869887758438		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	war		0.5401485220871993		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	war		0.4888164138376444		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	war		0.564918220038031		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_count	gpt-4o-2024-08-06_zeroshot_description_score_sbert	war		0.49991526840306516		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	gpt-4-turbo-2024-04-09_zeroshot_baseline_count	war		0.49144298733614816		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	gpt-4-turbo-2024-04-09_zeroshot_baseline_score	war		0.4447841081813027		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	gpt-4-turbo-2024-04-09_zeroshot_description_count	war		0.44492987989397503		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	gpt-4-turbo-2024-04-09_zeroshot_description_score	war		0.4362472462956312		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_baseline_count	war		0.4862484035777306		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_baseline_score	war		0.4824375094497758		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_description_count	war		0.46680655418410977		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_description_score	war		0.4555432365249933		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	baseline_sbert-carrier	war		0.3667869887758438		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	baseline_count	war		0.4479671629533972		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	baseline_gpt4-turbo	war		0.3719340213598322		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	baseline_gpt4-turbo_sbert-carrier	war		0.49216240866084027		
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	war	0.5608260774043522			
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	war		0.3667869887758438		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	war		0.5401485220871993		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	war		0.4888164138376444		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	war		0.564918220038031		
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_description_score_sbert	war		0.49991526840306516		
gpt-4-turbo-2024-04-09_zeroshot_baseline_count	gpt-4-turbo-2024-04-09_zeroshot_baseline_score	war	0.49144298733614816	0.4447841081813027	0.5933189066456105	0.5529677480618957
gpt-4-turbo-2024-04-09_zeroshot_baseline_count	gpt-4-turbo-2024-04-09_zeroshot_description_count	war	0.49144298733614816	0.44492987989397503	0.5915152177304295	0.5541752618638442
gpt-4-turbo-2024-04-09_zeroshot_baseline_count	gpt-4-turbo-2024-04-09_zeroshot_description_score	war	0.49144298733614816	0.4362472462956312	0.6984465391901175	0.48489798022399566
gpt-4-turbo-2024-04-09_zeroshot_baseline_count	gpt-4o-2024-08-06_zeroshot_baseline_count	war	0.49144298733614816	0.4862484035777306	0.0677438775785382	0.9459895202593458
gpt-4-turbo-2024-04-09_zeroshot_baseline_count	gpt-4o-2024-08-06_zeroshot_baseline_score	war	0.49144298733614816	0.4824375094497758	0.11715802620454306	0.9067348280247771
gpt-4-turbo-2024-04-09_zeroshot_baseline_count	gpt-4o-2024-08-06_zeroshot_description_count	war	0.49144298733614816	0.46680655418410977	0.3174095139338363	0.7509328891032294
gpt-4-turbo-2024-04-09_zeroshot_baseline_count	gpt-4o-2024-08-06_zeroshot_description_score	war	0.49144298733614816	0.4555432365249933	0.4593958516518963	0.645949926689741
baseline_sbert-carrier	gpt-4-turbo-2024-04-09_zeroshot_baseline_count	war	0.3667869887758438	0.49144298733614816	-1.5210170364378501	0.12825556212494393
baseline_count	gpt-4-turbo-2024-04-09_zeroshot_baseline_count	war	0.4479671629533972	0.49144298733614816	-0.5538671043050434	0.5796697995658513
baseline_gpt4-turbo	gpt-4-turbo-2024-04-09_zeroshot_baseline_count	war	0.3719340213598322	0.49144298733614816	-1.4618638858014124	0.14377851311936585
baseline_gpt4-turbo_sbert-carrier	gpt-4-turbo-2024-04-09_zeroshot_baseline_count	war	0.49216240866084027	0.49144298733614816	0.009417979373471812	0.9924856507491564
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_baseline_count	war	0.5608260774043522	0.49144298733614816	0.9535317067339389	0.34032073923623263
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_baseline_count	war	0.3667869887758438	0.49144298733614816	-1.5210170364378501	0.12825556212494393
gpt-4-turbo-2024-04-09_zeroshot_baseline_count	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	war	0.49144298733614816	0.5401485220871993	-0.6590434666546376	0.5098678569053994
gpt-4-turbo-2024-04-09_zeroshot_baseline_count	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	war	0.49144298733614816	0.4888164138376444	0.03431030921369627	0.9726297041471603
gpt-4-turbo-2024-04-09_zeroshot_baseline_count	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	war	0.49144298733614816	0.564918220038031	-1.0129800123319832	0.3110697081465963
gpt-4-turbo-2024-04-09_zeroshot_baseline_count	gpt-4o-2024-08-06_zeroshot_description_score_sbert	war	0.49144298733614816	0.49991526840306516	-0.11147590993425302	0.9112389676075894
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	gpt-4-turbo-2024-04-09_zeroshot_description_count	war	0.4447841081813027	0.44492987989397503	-0.0018036889151810728	0.9985608652424072
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	gpt-4-turbo-2024-04-09_zeroshot_description_score	war	0.4447841081813027	0.4362472462956312	0.10512763254450688	0.9162745331894793
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_baseline_count	war	0.4447841081813027	0.4862484035777306	-0.5255750290670723	0.5991835103319043
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_baseline_score	war	0.4447841081813027	0.4824375094497758	-0.47616088044106747	0.6339597668967456
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_description_count	war	0.4447841081813027	0.46680655418410977	-0.27590939271177417	0.7826176594987091
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_description_score	war	0.4447841081813027	0.4555432365249933	-0.1339230549937142	0.8934634192597082
baseline_sbert-carrier	gpt-4-turbo-2024-04-09_zeroshot_baseline_score	war	0.3667869887758438	0.4447841081813027	-0.9276981297922398	0.3535641788696049
baseline_count	gpt-4-turbo-2024-04-09_zeroshot_baseline_score	war	0.4479671629533972	0.4447841081813027	0.03945180234056716	0.9685301797341648
baseline_gpt4-turbo	gpt-4-turbo-2024-04-09_zeroshot_baseline_score	war	0.3719340213598322	0.4447841081813027	-0.8685449791558019	0.3850960601031703
baseline_gpt4-turbo_sbert-carrier	gpt-4-turbo-2024-04-09_zeroshot_baseline_score	war	0.49216240866084027	0.4447841081813027	0.6027368860190824	0.5466837390616437
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_baseline_score	war	0.5608260774043522	0.4447841081813027	1.5468506133795494	0.12189927224271013
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_baseline_score	war	0.3667869887758438	0.4447841081813027	-0.9276981297922398	0.3535641788696049
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	war	0.4447841081813027	0.5401485220871993	-1.2523623733002482	0.21043785039783414
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	war	0.4447841081813027	0.4888164138376444	-0.5590085974319142	0.576155852679129
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	war	0.4447841081813027	0.564918220038031	-1.6062989189775938	0.10820824777238558
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_description_score_sbert	war	0.4447841081813027	0.49991526840306516	-0.7047948165798635	0.48093793476058266
gpt-4-turbo-2024-04-09_zeroshot_description_count	gpt-4-turbo-2024-04-09_zeroshot_description_score	war	0.44492987989397503	0.4362472462956312	0.10693132145968795	0.9148434647104422
gpt-4-turbo-2024-04-09_zeroshot_description_count	gpt-4o-2024-08-06_zeroshot_baseline_count	war	0.44492987989397503	0.4862484035777306	-0.5237713401518912	0.6004375894576086
gpt-4-turbo-2024-04-09_zeroshot_description_count	gpt-4o-2024-08-06_zeroshot_baseline_score	war	0.44492987989397503	0.4824375094497758	-0.4743571915258864	0.6352452144290135
gpt-4-turbo-2024-04-09_zeroshot_description_count	gpt-4o-2024-08-06_zeroshot_description_count	war	0.44492987989397503	0.46680655418410977	-0.2741057037965931	0.7840033906554253
gpt-4-turbo-2024-04-09_zeroshot_description_count	gpt-4o-2024-08-06_zeroshot_description_score	war	0.44492987989397503	0.4555432365249933	-0.13211936607853314	0.8948898782717842
baseline_sbert-carrier	gpt-4-turbo-2024-04-09_zeroshot_description_count	war	0.3667869887758438	0.44492987989397503	-0.9295018187074208	0.3526290831325136
baseline_count	gpt-4-turbo-2024-04-09_zeroshot_description_count	war	0.4479671629533972	0.44492987989397503	0.037648113425386084	0.9699682461255008
baseline_gpt4-turbo	gpt-4-turbo-2024-04-09_zeroshot_description_count	war	0.3719340213598322	0.44492987989397503	-0.8703486680709829	0.38410988989089834
baseline_gpt4-turbo_sbert-carrier	gpt-4-turbo-2024-04-09_zeroshot_description_count	war	0.49216240866084027	0.44492987989397503	0.6009331971039013	0.5478844812037047
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_description_count	war	0.5608260774043522	0.44492987989397503	1.5450469244643683	0.12233491357906123
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_description_count	war	0.3667869887758438	0.44492987989397503	-0.9295018187074208	0.3526290831325136
gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_description_count	war	0.5401485220871993	0.44492987989397503	1.2505586843850671	0.21109553220625088
gpt-4-turbo-2024-04-09_zeroshot_description_count	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	war	0.44492987989397503	0.4888164138376444	-0.5572049085167332	0.5773874364321823
gpt-4-turbo-2024-04-09_zeroshot_description_count	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	war	0.44492987989397503	0.564918220038031	-1.6044952300624127	0.10860493503624391
gpt-4-turbo-2024-04-09_zeroshot_description_count	gpt-4o-2024-08-06_zeroshot_description_score_sbert	war	0.44492987989397503	0.49991526840306516	-0.7029911276646824	0.48206127868727
gpt-4-turbo-2024-04-09_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_baseline_count	war	0.4362472462956312	0.4862484035777306	-0.6307026616115792	0.5282349584398658
gpt-4-turbo-2024-04-09_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_baseline_score	war	0.4362472462956312	0.4824375094497758	-0.5812885129855744	0.5610460211731982
gpt-4-turbo-2024-04-09_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_description_count	war	0.4362472462956312	0.46680655418410977	-0.3810370252562811	0.7031757750517529
gpt-4-turbo-2024-04-09_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_description_score	war	0.4362472462956312	0.4555432365249933	-0.2390506875382211	0.8110662789027592
baseline_sbert-carrier	gpt-4-turbo-2024-04-09_zeroshot_description_score	war	0.3667869887758438	0.4362472462956312	-0.8225704972477328	0.4107522817077902
baseline_count	gpt-4-turbo-2024-04-09_zeroshot_description_score	war	0.4479671629533972	0.4362472462956312	0.14457943488507405	0.8850429351944953
baseline_gpt4-turbo	gpt-4-turbo-2024-04-09_zeroshot_description_score	war	0.3719340213598322	0.4362472462956312	-0.7634173466112949	0.44521453797703225
baseline_gpt4-turbo_sbert-carrier	gpt-4-turbo-2024-04-09_zeroshot_description_score	war	0.49216240866084027	0.4362472462956312	0.7078645185635892	0.4790293955577902
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_description_score	war	0.5608260774043522	0.4362472462956312	1.6519782459240564	0.09853898561775076
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_description_score	war	0.3667869887758438	0.4362472462956312	-0.8225704972477328	0.4107522817077902
gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_description_score	war	0.5401485220871993	0.4362472462956312	1.357490005844755	0.17462556688522302
gpt-4-turbo-2024-04-09_zeroshot_description_score	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	war	0.4362472462956312	0.4888164138376444	-0.6641362299764211	0.5066031236815298
gpt-4-turbo-2024-04-09_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	war	0.4362472462956312	0.564918220038031	-1.7114265515221005	0.08700239919264852
gpt-4-turbo-2024-04-09_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_description_score_sbert	war	0.4362472462956312	0.49991526840306516	-0.8099224491243704	0.41798474856227275
gpt-4o-2024-08-06_zeroshot_baseline_count	gpt-4o-2024-08-06_zeroshot_baseline_score	war	0.4862484035777306	0.4824375094497758	0.04941414862600487	0.9605892529634126
gpt-4o-2024-08-06_zeroshot_baseline_count	gpt-4o-2024-08-06_zeroshot_description_count	war	0.4862484035777306	0.46680655418410977	0.24966563635529812	0.8028459349585655
gpt-4o-2024-08-06_zeroshot_baseline_count	gpt-4o-2024-08-06_zeroshot_description_score	war	0.4862484035777306	0.4555432365249933	0.3916519740733581	0.6953153798096885
baseline_sbert-carrier	gpt-4o-2024-08-06_zeroshot_baseline_count	war	0.3667869887758438	0.4862484035777306	-1.453273158859312	0.14614792664158216
baseline_count	gpt-4o-2024-08-06_zeroshot_baseline_count	war	0.4479671629533972	0.4862484035777306	-0.48612322672650515	0.6268797999004669
baseline_gpt4-turbo	gpt-4o-2024-08-06_zeroshot_baseline_count	war	0.3719340213598322	0.4862484035777306	-1.3941200082228742	0.16328136813167626
baseline_gpt4-turbo_sbert-carrier	gpt-4o-2024-08-06_zeroshot_baseline_count	war	0.49216240866084027	0.4862484035777306	0.07716185695201001	0.9384947848869605
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	gpt-4o-2024-08-06_zeroshot_baseline_count	war	0.5608260774043522	0.4862484035777306	1.0212755843124772	0.3071238907006282
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	gpt-4o-2024-08-06_zeroshot_baseline_count	war	0.3667869887758438	0.4862484035777306	-1.453273158859312	0.14614792664158216
gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	gpt-4o-2024-08-06_zeroshot_baseline_count	war	0.5401485220871993	0.4862484035777306	0.7267873442331758	0.4673562370745059
gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	gpt-4o-2024-08-06_zeroshot_baseline_count	war	0.4888164138376444	0.4862484035777306	0.033433568364841924	0.9733288409341521
gpt-4o-2024-08-06_zeroshot_baseline_count	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	war	0.4862484035777306	0.564918220038031	-1.0807238899105214	0.2798199529383263
gpt-4o-2024-08-06_zeroshot_baseline_count	gpt-4o-2024-08-06_zeroshot_description_score_sbert	war	0.4862484035777306	0.49991526840306516	-0.17921978751279122	0.8577651270779008
gpt-4o-2024-08-06_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_description_count	war	0.4824375094497758	0.46680655418410977	0.20025148772929327	0.8412839011918383
gpt-4o-2024-08-06_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_description_score	war	0.4824375094497758	0.4555432365249933	0.34223782544735326	0.7321719214056865
baseline_sbert-carrier	gpt-4o-2024-08-06_zeroshot_baseline_score	war	0.3667869887758438	0.4824375094497758	-1.403859010233307	0.1603608376954666
baseline_count	gpt-4o-2024-08-06_zeroshot_baseline_score	war	0.4479671629533972	0.4824375094497758	-0.4367090781005003	0.6623223447493922
baseline_gpt4-turbo	gpt-4o-2024-08-06_zeroshot_baseline_score	war	0.3719340213598322	0.4824375094497758	-1.3447058595968693	0.1787202416248035
baseline_gpt4-turbo_sbert-carrier	gpt-4o-2024-08-06_zeroshot_baseline_score	war	0.49216240866084027	0.4824375094497758	0.12657600557801488	0.8992759889402879
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	gpt-4o-2024-08-06_zeroshot_baseline_score	war	0.5608260774043522	0.4824375094497758	1.070689732938482	0.2843089607701794
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	gpt-4o-2024-08-06_zeroshot_baseline_score	war	0.3667869887758438	0.4824375094497758	-1.403859010233307	0.1603608376954666
gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	gpt-4o-2024-08-06_zeroshot_baseline_score	war	0.5401485220871993	0.4824375094497758	0.7762014928591807	0.43763002478330826
