id_str	concept	No	Yes	total	percent_no	percent_yes	model	score
1011231520869232640	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_sbert-carrier	0.059219982
1011249641956900865	war	3.0	3.0	6.0	0.5	0.5	baseline_sbert-carrier	0.1620851
1011365404747411457	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_sbert-carrier	0.09079381
1011635331693797376	war	1.0	5.0	6.0	0.1666666666666666	0.8333333333333334	baseline_sbert-carrier	0.10209054
1011640028471193601	war	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285	baseline_sbert-carrier	0.06925401
1016964247321038848	war	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666	baseline_sbert-carrier	0.13623516
1018413000221323266	war	5.0	3.0	8.0	0.625	0.375	baseline_sbert-carrier	0.11117117
1018417700329029632	war	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222	baseline_sbert-carrier	0.06763271
1018889066715205632	war	6.0	2.0	8.0	0.75	0.25	baseline_sbert-carrier	0.06455466
1019281971497852928	war	4.0	4.0	8.0	0.5	0.5	baseline_sbert-carrier	0.17070532
1019827340052975616	war	7.0	0.0	7.0	1.0	0.0	baseline_sbert-carrier	0.1859902
1020726257858723841	war	7.0	0.0	7.0	1.0	0.0	baseline_sbert-carrier	0.06530225
1021939600372244480	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_sbert-carrier	0.0981907
1022217517463269377	war	4.0	4.0	8.0	0.5	0.5	baseline_sbert-carrier	0.17090563
1022524423088349184	war	7.0	0.0	7.0	1.0	0.0	baseline_sbert-carrier	0.07496122
1022887789485023234	war	7.0	0.0	7.0	1.0	0.0	baseline_sbert-carrier	0.052424986
1024639984320569344	war	7.0	0.0	7.0	1.0	0.0	baseline_sbert-carrier	0.031050129
1025937136586039296	war	7.0	0.0	7.0	1.0	0.0	baseline_sbert-carrier	0.085910514
1026214828019535888	war	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666	baseline_sbert-carrier	0.17022732
1027050455019540480	war	3.0	5.0	8.0	0.375	0.625	baseline_sbert-carrier	0.20000066
1031947262149029888	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_sbert-carrier	0.1293842
1032886404139937794	war	4.0	4.0	8.0	0.5	0.5	baseline_sbert-carrier	0.09519771
1032928072440467456	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_sbert-carrier	0.05117693
1033035404264570880	war	7.0	1.0	8.0	0.875	0.125	baseline_sbert-carrier	0.06843632
1034210318560493568	war	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	baseline_sbert-carrier	0.09316764
1034578263895502848	war	1.0	6.0	7.0	0.1428571428571428	0.8571428571428571	baseline_sbert-carrier	0.12112866
1036425836365312001	war	7.0	0.0	7.0	1.0	0.0	baseline_sbert-carrier	0.053256102
1036612865803907072	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_sbert-carrier	0.070287414
1048041277596598274	war	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222	baseline_sbert-carrier	0.15940979
1050141677686583297	war	8.0	0.0	8.0	1.0	0.0	baseline_sbert-carrier	0.0799808
1051287091353653249	war	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888	baseline_sbert-carrier	0.13460211
1052355022397235200	war	0.0	7.0	7.0	0.0	1.0	baseline_sbert-carrier	0.23258
1054209274698551299	war	3.0	4.0	7.0	0.4285714285714285	0.5714285714285714	baseline_sbert-carrier	0.10731716
1054578367570173952	war	1.0	7.0	8.0	0.125	0.875	baseline_sbert-carrier	0.065059066
1054742707111780353	war	6.0	2.0	8.0	0.75	0.25	baseline_sbert-carrier	0.11849304
1054757879578796032	war	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285	baseline_sbert-carrier	0.0010640934
1055900249041129472	war	4.0	0.0	4.0	1.0	0.0	baseline_sbert-carrier	0.14880483
1056029408442626048	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_sbert-carrier	0.23371778
1056348275375140865	war	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333	baseline_sbert-carrier	0.045024652
1056993059429183490	war	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	baseline_sbert-carrier	0.06786573
1057049486231527425	war	3.0	3.0	6.0	0.5	0.5	baseline_sbert-carrier	0.19497535
1058166859722305536	war	1.0	7.0	8.0	0.125	0.875	baseline_sbert-carrier	0.25138605
1058229872017911808	war	2.0	6.0	8.0	0.25	0.75	baseline_sbert-carrier	0.22601765
1058430159693451265	war	1.0	6.0	7.0	0.1428571428571428	0.8571428571428571	baseline_sbert-carrier	0.17423028
1062454419021680641	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_sbert-carrier	0.049615502
1063862405351030785	war	4.0	4.0	8.0	0.5	0.5	baseline_sbert-carrier	0.10924977
1064352019459264512	war	5.0	3.0	8.0	0.625	0.375	baseline_sbert-carrier	0.060667727
1065361339319767041	war	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222	baseline_sbert-carrier	0.09074498
1065904990294876161	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_sbert-carrier	0.09405097
1066045134180163584	war	1.0	4.0	5.0	0.2	0.8	baseline_sbert-carrier	0.11682591
1066316480478945280	war	8.0	0.0	8.0	1.0	0.0	baseline_sbert-carrier	0.08585577
1066856666556235776	war	2.0	5.0	7.0	0.2857142857142857	0.7142857142857143	baseline_sbert-carrier	0.17404602
1066888068894986243	war	4.0	5.0	9.0	0.4444444444444444	0.5555555555555556	baseline_sbert-carrier	0.12920131
1069970055662837761	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_sbert-carrier	0.104712315
1070104346765991936	war	7.0	0.0	7.0	1.0	0.0	baseline_sbert-carrier	0.123734936
1070256271998087170	war	4.0	5.0	9.0	0.4444444444444444	0.5555555555555556	baseline_sbert-carrier	0.23337948
1071962501892341760	war	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	baseline_sbert-carrier	0.1542676
1073006074901319681	war	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444	baseline_sbert-carrier	0.19469441
1073421340793663488	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_sbert-carrier	0.015627373
1076175060333928451	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_sbert-carrier	0.10435042
1076282572101959681	war	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778	baseline_sbert-carrier	0.29536495
1076642183724261376	war	1.0	5.0	6.0	0.1666666666666666	0.8333333333333334	baseline_sbert-carrier	0.12487051
1077286099578368005	war	7.0	0.0	7.0	1.0	0.0	baseline_sbert-carrier	0.0061911345
1079126671762968576	war	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666	baseline_sbert-carrier	0.12346773
1079576445842796545	war	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666	baseline_sbert-carrier	0.15909165
1080007832097955840	war	3.0	4.0	7.0	0.4285714285714285	0.5714285714285714	baseline_sbert-carrier	0.15798348
1080642954983690247	war	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285	baseline_sbert-carrier	0.08776926
1080886736765493248	war	4.0	4.0	8.0	0.5	0.5	baseline_sbert-carrier	0.04445841
1081925883563249665	war	0.0	7.0	7.0	0.0	1.0	baseline_sbert-carrier	0.17837656
1083107669798539278	war	8.0	0.0	8.0	1.0	0.0	baseline_sbert-carrier	0.08037187
1084317114545131520	war	1.0	6.0	7.0	0.1428571428571428	0.8571428571428571	baseline_sbert-carrier	0.20372412
1084882128402145280	war	7.0	0.0	7.0	1.0	0.0	baseline_sbert-carrier	0.10217431
1085172584801550343	war	3.0	5.0	8.0	0.375	0.625	baseline_sbert-carrier	0.10695105
1085582952149409792	war	4.0	4.0	8.0	0.5	0.5	baseline_sbert-carrier	0.057314392
1085724222603681793	war	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444	baseline_sbert-carrier	0.1847539
1085731747176665089	war	7.0	1.0	8.0	0.875	0.125	baseline_sbert-carrier	0.10077298
1086766207229927424	war	8.0	0.0	8.0	1.0	0.0	baseline_sbert-carrier	0.05979569
1087002237925113856	war	6.0	0.0	6.0	1.0	0.0	baseline_sbert-carrier	0.19603749
1087819946015391744	war	4.0	2.0	6.0	0.6666666666666666	0.3333333333333333	baseline_sbert-carrier	0.043695726
1089326410810966016	war	8.0	0.0	8.0	1.0	0.0	baseline_sbert-carrier	0.13993554
1089483776932151296	war	3.0	4.0	7.0	0.4285714285714285	0.5714285714285714	baseline_sbert-carrier	0.10186154
1089954130787848192	war	4.0	1.0	5.0	0.8	0.2	baseline_sbert-carrier	0.07889531
1091204767395631104	war	6.0	0.0	6.0	1.0	0.0	baseline_sbert-carrier	0.11248678
1091777129220579336	war	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444	baseline_sbert-carrier	0.054997876
1092607671902109698	war	5.0	3.0	8.0	0.625	0.375	baseline_sbert-carrier	0.092326306
1093596082297278464	war	5.0	5.0	10.0	0.5	0.5	baseline_sbert-carrier	0.07090242
1095323569704353792	war	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444	baseline_sbert-carrier	0.05815929
1096211486681325568	war	8.0	0.0	8.0	1.0	0.0	baseline_sbert-carrier	0.07697479
1096225152977784837	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_sbert-carrier	0.066412
1096605982346493953	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_sbert-carrier	0.06719063
1097356848758472713	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_sbert-carrier	0.090279296
1097378281668567041	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_sbert-carrier	0.049204297
1098700439497912325	war	6.0	0.0	6.0	1.0	0.0	baseline_sbert-carrier	0.085998364
1099582597288550400	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_sbert-carrier	0.15345566
1100477350544842753	war	1.0	6.0	7.0	0.1428571428571428	0.8571428571428571	baseline_sbert-carrier	0.13273787
1102407970225340416	war	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222	baseline_sbert-carrier	0.08024756
1102739774882881536	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_sbert-carrier	0.1239544
1103425507113107456	war	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444	baseline_sbert-carrier	0.15772976
1104140018942136321	war	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222	baseline_sbert-carrier	0.06911486
1106323872650014721	war	7.0	1.0	8.0	0.875	0.125	baseline_sbert-carrier	0.07384574
1106643181670563841	war	4.0	4.0	8.0	0.5	0.5	baseline_sbert-carrier	0.13380855
1107404275049811968	war	2.0	5.0	7.0	0.2857142857142857	0.7142857142857143	baseline_sbert-carrier	0.19207902
1107648701894459397	war	7.0	0.0	7.0	1.0	0.0	baseline_sbert-carrier	0.06587399
1109204670818459648	war	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666	baseline_sbert-carrier	0.08213065
1115949235386687489	war	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222	baseline_sbert-carrier	0.13726303
1116562541621039104	war	6.0	2.0	8.0	0.75	0.25	baseline_sbert-carrier	0.11001781
1117794649857458177	war	5.0	3.0	8.0	0.625	0.375	baseline_sbert-carrier	0.048957784
1118590468315656192	war	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285	baseline_sbert-carrier	0.071655855
1120768121567158272	war	7.0	1.0	8.0	0.875	0.125	baseline_sbert-carrier	0.11056003
1121361562332278785	war	2.0	5.0	7.0	0.2857142857142857	0.7142857142857143	baseline_sbert-carrier	0.11328718
1122847470017490944	war	1.0	6.0	7.0	0.1428571428571428	0.8571428571428571	baseline_sbert-carrier	0.20285818
1123595083322806273	war	6.0	0.0	6.0	1.0	0.0	baseline_sbert-carrier	0.10191252
1123994112624070656	war	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666	baseline_sbert-carrier	0.0018732285
1125407657664417793	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_sbert-carrier	0.023560235
1128448783908581377	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_sbert-carrier	0.15077353
1129608348314341376	war	3.0	1.0	4.0	0.75	0.25	baseline_sbert-carrier	0.038363487
1132794130235633665	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_sbert-carrier	0.08694038
1133046977992765446	war	4.0	4.0	8.0	0.5	0.5	baseline_sbert-carrier	0.15085118
1136611755558408192	war	3.0	5.0	8.0	0.375	0.625	baseline_sbert-carrier	0.067036316
1137188894699663361	war	4.0	4.0	8.0	0.5	0.5	baseline_sbert-carrier	0.10510102
1138980848601042950	war	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666	baseline_sbert-carrier	0.073118694
1141480382409236485	war	3.0	5.0	8.0	0.375	0.625	baseline_sbert-carrier	0.2240431
1142183172865744901	war	1.0	6.0	7.0	0.1428571428571428	0.8571428571428571	baseline_sbert-carrier	0.15721913
1142548142749036546	war	9.0	0.0	9.0	1.0	0.0	baseline_sbert-carrier	0.1141664
1142634265626083328	war	4.0	4.0	8.0	0.5	0.5	baseline_sbert-carrier	0.10403307
1143860663359606789	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_sbert-carrier	0.07924829
1146195611441684481	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_sbert-carrier	0.13403842
1146471358802608128	war	4.0	1.0	5.0	0.8	0.2	baseline_sbert-carrier	0.19023412
1146494701371088896	war	4.0	1.0	5.0	0.8	0.2	baseline_sbert-carrier	0.081549995
1146497686041845760	war	8.0	2.0	10.0	0.8	0.2	baseline_sbert-carrier	0.049217302
1146630986874048512	war	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	baseline_sbert-carrier	0.08728465
1146668913448689664	war	4.0	1.0	5.0	0.8	0.2	baseline_sbert-carrier	0.13095026
1146902713633914881	war	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888	baseline_sbert-carrier	0.11823324
1147169062826516480	war	3.0	4.0	7.0	0.4285714285714285	0.5714285714285714	baseline_sbert-carrier	0.21871834
1148991361263243269	war	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	baseline_sbert-carrier	0.07418335
1149741234862415873	war	6.0	2.0	8.0	0.75	0.25	baseline_sbert-carrier	0.04879978
1151264359848599553	war	3.0	6.0	9.0	0.3333333333333333	0.6666666666666666	baseline_sbert-carrier	0.28207457
1151315308499677185	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_sbert-carrier	0.08436853
1151316809204805637	war	5.0	0.0	5.0	1.0	0.0	baseline_sbert-carrier	0.108068034
1152310219206266880	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_sbert-carrier	0.17797635
1157101587006808064	war	4.0	4.0	8.0	0.5	0.5	baseline_sbert-carrier	0.15924624
1158189765616963584	war	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666	baseline_sbert-carrier	-0.06251111
1158408976305754112	war	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285	baseline_sbert-carrier	0.09804775
1159299790250958849	war	1.0	7.0	8.0	0.125	0.875	baseline_sbert-carrier	0.039517157
1159564042320719877	war	2.0	3.0	5.0	0.4	0.6	baseline_sbert-carrier	0.09935404
1159614068220518400	war	6.0	2.0	8.0	0.75	0.25	baseline_sbert-carrier	0.10863699
1159996476329799685	war	4.0	4.0	8.0	0.5	0.5	baseline_sbert-carrier	0.13338172
1160921108104851456	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_sbert-carrier	0.10642992
1161442943296655361	war	4.0	2.0	6.0	0.6666666666666666	0.3333333333333333	baseline_sbert-carrier	0.07177485
1161745643695554560	war	0.0	6.0	6.0	0.0	1.0	baseline_sbert-carrier	0.11532842
1161751574013718528	war	6.0	2.0	8.0	0.75	0.25	baseline_sbert-carrier	0.1257896
1162499796759957504	war	7.0	0.0	7.0	1.0	0.0	baseline_sbert-carrier	0.10566598
1164183254070484993	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_sbert-carrier	0.06798176
1164305866562011136	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_sbert-carrier	0.1539925
1164722510711029761	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_sbert-carrier	0.08025637
1166108056649949184	war	5.0	3.0	8.0	0.625	0.375	baseline_sbert-carrier	0.13118812
1167107723298820096	war	3.0	3.0	6.0	0.5	0.5	baseline_sbert-carrier	0.13271108
1168648080616378368	war	2.0	6.0	8.0	0.25	0.75	baseline_sbert-carrier	0.13192712
1169705557323911169	war	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666	baseline_sbert-carrier	0.15601663
1170350071692627973	war	6.0	0.0	6.0	1.0	0.0	baseline_sbert-carrier	0.021459088
1173121712688267264	war	6.0	2.0	8.0	0.75	0.25	baseline_sbert-carrier	0.050494824
1189020399805308928	war	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	baseline_sbert-carrier	0.14114459
1205007244938493952	war	6.0	0.0	6.0	1.0	0.0	baseline_sbert-carrier	0.09420918
1210755206385827842	war	5.0	3.0	8.0	0.625	0.375	baseline_sbert-carrier	0.0010326453
1210988926430662662	war	7.0	0.0	7.0	1.0	0.0	baseline_sbert-carrier	0.0051563424
967970906948677632	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_sbert-carrier	0.114965804
968364349021675521	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_sbert-carrier	0.20473163
971371544197857280	war	3.0	4.0	7.0	0.4285714285714285	0.5714285714285714	baseline_sbert-carrier	0.08183638
972736337601318912	war	0.0	8.0	8.0	0.0	1.0	baseline_sbert-carrier	0.18959789
973536181299351552	war	0.0	4.0	4.0	0.0	1.0	baseline_sbert-carrier	0.06737382
976205539129491457	war	7.0	0.0	7.0	1.0	0.0	baseline_sbert-carrier	0.03944579
977269078279774209	war	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666	baseline_sbert-carrier	-0.015852446
980810105200488448	war	5.0	3.0	8.0	0.625	0.375	baseline_sbert-carrier	0.15680523
981043592876707840	war	8.0	0.0	8.0	1.0	0.0	baseline_sbert-carrier	0.066792734
982243440623632384	war	8.0	0.0	8.0	1.0	0.0	baseline_sbert-carrier	0.008935942
982344057383874560	war	3.0	6.0	9.0	0.3333333333333333	0.6666666666666666	baseline_sbert-carrier	0.08511744
986263245643304960	war	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	baseline_sbert-carrier	0.07119512
994975317134524417	war	2.0	6.0	8.0	0.25	0.75	baseline_sbert-carrier	0.14832851
995392617209847808	war	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666	baseline_sbert-carrier	0.119210765
995633694902771712	war	2.0	6.0	8.0	0.25	0.75	baseline_sbert-carrier	0.20074913
1000148310345289729	war	5.0	3.0	8.0	0.625	0.375	baseline_count	1.0
1000225752724291584	war	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666	baseline_count	1.0
1007220243276673024	war	2.0	6.0	8.0	0.25	0.75	baseline_count	1.0
1007383418508804096	war	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333	baseline_count	1.0
1007383504907317249	war	8.0	0.0	8.0	1.0	0.0	baseline_count	0.0
1007474892080545793	war	2.0	6.0	8.0	0.25	0.75	baseline_count	1.0
1008345406458290176	war	5.0	3.0	8.0	0.625	0.375	baseline_count	1.0
1008671853743869954	war	6.0	0.0	6.0	1.0	0.0	baseline_count	0.0
1008809307369082882	war	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444	baseline_count	1.0
1008880417582305280	war	7.0	0.0	7.0	1.0	0.0	baseline_count	0.0
1008890536768540678	war	8.0	0.0	8.0	1.0	0.0	baseline_count	1.0
1008906632405962752	war	4.0	5.0	9.0	0.4444444444444444	0.5555555555555556	baseline_count	1.0
1009157898478538753	war	6.0	2.0	8.0	0.75	0.25	baseline_count	1.0
1009240642877153280	war	7.0	1.0	8.0	0.875	0.125	baseline_count	0.0
1009463818852995073	war	4.0	2.0	6.0	0.6666666666666666	0.3333333333333333	baseline_count	1.0
1009491338528772106	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_count	1.0
1010140690624471041	war	1.0	7.0	8.0	0.125	0.875	baseline_count	1.0
1010929794375135234	war	6.0	2.0	8.0	0.75	0.25	baseline_count	1.0
1011049459554365440	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_count	0.0
1011152368912797696	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_count	1.0
1011231520869232640	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_count	1.0
1011249641956900865	war	3.0	3.0	6.0	0.5	0.5	baseline_count	2.0
1011365404747411457	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_count	1.0
1011635331693797376	war	1.0	5.0	6.0	0.1666666666666666	0.8333333333333334	baseline_count	1.0
1011640028471193601	war	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285	baseline_count	0.0
1016964247321038848	war	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666	baseline_count	1.0
1018413000221323266	war	5.0	3.0	8.0	0.625	0.375	baseline_count	1.0
1018417700329029632	war	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222	baseline_count	1.0
1018889066715205632	war	6.0	2.0	8.0	0.75	0.25	baseline_count	1.0
1019281971497852928	war	4.0	4.0	8.0	0.5	0.5	baseline_count	1.0
1019827340052975616	war	7.0	0.0	7.0	1.0	0.0	baseline_count	0.0
1020726257858723841	war	7.0	0.0	7.0	1.0	0.0	baseline_count	0.0
1021939600372244480	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_count	1.0
1022217517463269377	war	4.0	4.0	8.0	0.5	0.5	baseline_count	1.0
1022524423088349184	war	7.0	0.0	7.0	1.0	0.0	baseline_count	0.0
1022887789485023234	war	7.0	0.0	7.0	1.0	0.0	baseline_count	1.0
1024639984320569344	war	7.0	0.0	7.0	1.0	0.0	baseline_count	0.0
1025937136586039296	war	7.0	0.0	7.0	1.0	0.0	baseline_count	1.0
1026214828019535888	war	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666	baseline_count	1.0
1027050455019540480	war	3.0	5.0	8.0	0.375	0.625	baseline_count	1.0
1031947262149029888	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_count	1.0
1032886404139937794	war	4.0	4.0	8.0	0.5	0.5	baseline_count	2.0
1032928072440467456	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_count	0.0
1033035404264570880	war	7.0	1.0	8.0	0.875	0.125	baseline_count	2.0
1034210318560493568	war	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	baseline_count	2.0
1034578263895502848	war	1.0	6.0	7.0	0.1428571428571428	0.8571428571428571	baseline_count	0.0
1036425836365312001	war	7.0	0.0	7.0	1.0	0.0	baseline_count	1.0
1036612865803907072	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_count	1.0
1048041277596598274	war	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222	baseline_count	0.0
1050141677686583297	war	8.0	0.0	8.0	1.0	0.0	baseline_count	0.0
1051287091353653249	war	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888	baseline_count	1.0
1052355022397235200	war	0.0	7.0	7.0	0.0	1.0	baseline_count	2.0
1054209274698551299	war	3.0	4.0	7.0	0.4285714285714285	0.5714285714285714	baseline_count	2.0
1054578367570173952	war	1.0	7.0	8.0	0.125	0.875	baseline_count	1.0
1054742707111780353	war	6.0	2.0	8.0	0.75	0.25	baseline_count	2.0
1054757879578796032	war	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285	baseline_count	3.0
1055900249041129472	war	4.0	0.0	4.0	1.0	0.0	baseline_count	1.0
1056029408442626048	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_count	0.0
1056348275375140865	war	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333	baseline_count	1.0
1056993059429183490	war	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	baseline_count	1.0
1057049486231527425	war	3.0	3.0	6.0	0.5	0.5	baseline_count	1.0
1058166859722305536	war	1.0	7.0	8.0	0.125	0.875	baseline_count	2.0
1058229872017911808	war	2.0	6.0	8.0	0.25	0.75	baseline_count	1.0
1058430159693451265	war	1.0	6.0	7.0	0.1428571428571428	0.8571428571428571	baseline_count	2.0
1062454419021680641	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_count	1.0
1063862405351030785	war	4.0	4.0	8.0	0.5	0.5	baseline_count	1.0
1064352019459264512	war	5.0	3.0	8.0	0.625	0.375	baseline_count	2.0
1065361339319767041	war	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222	baseline_count	1.0
1065904990294876161	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	baseline_count	1.0
1066045134180163584	war	1.0	4.0	5.0	0.2	0.8	baseline_count	3.0
1066316480478945280	war	8.0	0.0	8.0	1.0	0.0	baseline_count	0.0
1066856666556235776	war	2.0	5.0	7.0	0.2857142857142857	0.7142857142857143	baseline_count	1.0
1066888068894986243	war	4.0	5.0	9.0	0.4444444444444444	0.5555555555555556	baseline_count	1.0
1069970055662837761	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428	baseline_count	1.0
1070104346765991936	war	7.0	0.0	7.0	1.0	0.0	baseline_count	0.0
