"term"	"estimate"	"std.error"	"statistic"	"p.value"	"concept"	"p.corrected"
"21"	"log_followers"	-0.000560776425947067	0.000128258014157088	-4.37225252263953	1.23002149600151e-05	"animal"	1.23002149600151e-05
"22"	"log_following"	0.000294639130755244	0.000141643789467937	2.08014154282379	0.0375131872491088	"animal"	0.0375131872491088
"23"	"log_statuses"	0.00159360836149923	0.000102090841378414	15.609709352794	6.4903619986724e-55	"animal"	6.4903619986724e-55
"24"	"ideology:magnitude"	0.00219754159722513	0.000354331492119378	6.20193701689026	5.58266498052735e-10	"animal"	5.58266498052735e-10
"25"	"year:month"	1.32901659074564e-08	1.90055160595236e-08	0.699279402139505	0.484377843594807	"animal"	0.484377843594807
"26"	"(Intercept)"	0.203411234201931	0.00217970646544883	93.3204710938204	0	"commodity"	0
"27"	"ideology"	0.00804439162498378	0.000303527484694984	26.5030088891872	1.21871043785164e-154	"commodity"	1.21871043785164e-154
"28"	"magnitude"	-0.00121121630432735	0.000384417309622824	-3.15078502972656	0.00162844286514295	"commodity"	0.00162844286514295
"29"	"Crime.and.Punishment"	0.00661641252650788	0.0003141305365295	21.0626212898807	1.98233584214629e-98	"commodity"	1.98233584214629e-98
"30"	"Cultural.Identity"	-0.00387392024975256	0.000434924968713758	-8.90710014007531	5.25963912208321e-19	"commodity"	5.25963912208321e-19
"31"	"Economic"	0.0393179564123325	0.00034401841410678	114.290267032417	0	"commodity"	0
"32"	"Fairness.and.Equality"	-0.0164666826300517	0.000434534407274299	-37.8950029143658	1.12734635267896e-313	"commodity"	1.12734635267896e-313
"33"	"Health.and.Safety"	-0.0111560670363785	0.000364143810943063	-30.6364318193036	6.95144430224855e-206	"commodity"	6.95144430224855e-206
"34"	"Legality..Constitutionality..Jurisdiction"	-0.00381821853525732	0.000413541788034141	-9.2329690631944	2.64458373662057e-20	"commodity"	2.64458373662057e-20
"35"	"Morality.and.Ethics"	0.0104792248180259	0.000483112234430206	21.6910772925991	2.86185945638877e-104	"commodity"	2.86185945638877e-104
"36"	"Policy.Prescription.and.Evaluation"	-0.0182183311898489	0.000322728020646126	-56.4510362421411	0	"commodity"	0
"37"	"Political.Factors.and.Implications"	-0.0108602912249805	0.000300307452223258	-36.1639085030318	6.54672085291841e-286	"commodity"	6.54672085291841e-286
"38"	"Security.and.Defense"	0.0072737924626009	0.000344570351861635	21.1097455811339	7.33069603204914e-99	"commodity"	7.33069603204914e-99
"39"	"has_hashtag"	-0.00393415882249393	0.000503678334672045	-7.81085576185353	5.69375867374512e-15	"commodity"	5.69375867374512e-15
"40"	"has_mention"	-0.00166220783207426	0.000435206120610428	-3.81935766377279	0.000133819823169777	"commodity"	0.000133819823169777
"41"	"has_url"	-0.0102348026680205	0.000530347944823016	-19.2982791164317	6.05814188880801e-83	"commodity"	6.05814188880801e-83
"42"	"is_quote_status"	-0.00161081526382467	0.000482205730157917	-3.34051456273061	0.000836309407155434	"commodity"	0.000836309407155434
"43"	"is_reply"	-0.00247980468364598	0.000461031908634405	-5.37881356410072	7.50202148183303e-08	"commodity"	7.50202148183303e-08
"44"	"is_verified"	-0.00279073211712406	0.000870368437880127	-3.20638018988968	0.00134426828245023	"commodity"	0.00134426828245023
"45"	"log_chars"	-0.0224096939550376	0.000430571831219935	-52.0463540114651	0	"commodity"	0
"46"	"log_followers"	-0.000131529891838631	0.000148878270736198	-0.883472727001865	0.376981442733852	"commodity"	0.376981442733852
"47"	"log_following"	-5.49680571900398e-05	0.000164416099649576	-0.334322838865503	0.738136133346982	"commodity"	0.738136133346982
"48"	"log_statuses"	0.00135454999526356	0.000118504157594441	11.4304006100719	2.97955324230112e-30	"commodity"	2.97955324230112e-30
"49"	"ideology:magnitude"	0.00257488889501569	0.000411297961852891	6.26039789600671	3.84383884146463e-10	"commodity"	3.84383884146463e-10
"50"	"year:month"	4.3527947962619e-09	2.20610648308134e-08	0.197306649957449	0.843587675982677	"commodity"	0.843587675982677
"51"	"(Intercept)"	0.15608675431812	0.00135394484512501	115.282948843982	0	"parasite"	0
"52"	"ideology"	0.00851646252348364	0.000188538906394404	45.1708492764251	0	"parasite"	0
"53"	"magnitude"	0.00075705852164684	0.000238784369818105	3.17046933274373	0.00152204369962875	"parasite"	0.00152204369962875
"54"	"Crime.and.Punishment"	0.00735684213036477	0.000195125090177173	37.7032093806325	1.55422884638092e-310	"parasite"	1.55422884638092e-310
"55"	"Cultural.Identity"	-0.00525855448356539	0.00027015766973233	-19.4647610366773	2.39122685871729e-84	"parasite"	2.39122685871729e-84
"56"	"Economic"	0.000125120993468132	0.000213690221959334	0.585525122866609	0.558195009437681	"parasite"	0.558195009437681
"57"	"Fairness.and.Equality"	0.0040581781656675	0.000269915068879398	15.0350189136004	4.47095741833642e-51	"parasite"	4.47095741833642e-51
"58"	"Health.and.Safety"	0.0170023733700372	0.000226191298473309	75.1681142678595	0	"parasite"	0
"59"	"Legality..Constitutionality..Jurisdiction"	-0.00923343305410935	0.000256875309142744	-35.9451949076912	1.70699769557278e-282	"parasite"	1.70699769557278e-282
"60"	"Morality.and.Ethics"	0.0144538291879836	0.000300089635825765	48.1650395829586	0	"parasite"	0
"61"	"Policy.Prescription.and.Evaluation"	-0.0235082290053772	0.000200465497009592	-117.26820503307	0	"parasite"	0
"62"	"Political.Factors.and.Implications"	0.00642504729984868	0.00018653875342182	34.4434986403053	1.35762229122487e-259	"parasite"	1.35762229122487e-259
"63"	"Security.and.Defense"	0.00858971492883317	0.000214033063204181	40.1326542742549	0	"parasite"	0
"64"	"has_hashtag"	0.0067466177921649	0.000312864459338998	21.5640274591073	4.47853726356876e-103	"parasite"	4.47853726356876e-103
"65"	"has_mention"	-0.00263111118812608	0.000270332309835127	-9.73287724922992	2.19582048786933e-22	"parasite"	2.19582048786933e-22
"66"	"has_url"	-0.0137462503113195	0.000329430534522872	-41.7273108311856	0	"parasite"	0
"67"	"is_quote_status"	0.00556348527506555	0.000299526552306949	18.5742640584471	5.59429758298033e-77	"parasite"	5.59429758298033e-77
"68"	"is_reply"	0.00512869678324638	0.000286374237094886	17.9090718329773	1.06885300380995e-71	"parasite"	1.06885300380995e-71
"69"	"is_verified"	-0.00729378913842444	0.000540637410819742	-13.491092167235	1.80198664356883e-41	"parasite"	1.80198664356883e-41
"70"	"log_chars"	-0.0165635561657742	0.000267453678087901	-61.9305604028016	0	"parasite"	0
"71"	"log_followers"	-0.000116023077155363	9.24771157995784e-05	-1.25461392423629	0.209619679350541	"parasite"	0.209619679350541
"72"	"log_following"	9.80317128822642e-05	0.000102128582038346	0.959885185182112	0.337113583352271	"parasite"	0.337113583352271
"73"	"log_statuses"	0.000704981697086303	7.36099542962257e-05	9.57726035597403	1.00189978054864e-21	"parasite"	1.00189978054864e-21
"74"	"ideology:magnitude"	0.00186594817557268	0.000255481535742694	7.3036517889573	2.80577659718505e-13	"parasite"	2.80577659718505e-13
"75"	"year:month"	1.51216044042468e-07	1.37034346042085e-08	11.0349009872333	2.61790867871651e-28	"parasite"	2.61790867871651e-28
"76"	"(Intercept)"	0.135068114926508	0.00171309174989245	78.8446473663696	0	"pressure"	0
"77"	"ideology"	0.00936112168171511	0.000238550666403385	39.2416496790901	0	"pressure"	0
"78"	"magnitude"	-1.88347558055208e-05	0.000302124222719645	-0.0623410980952642	0.950291231710069	"pressure"	0.950291231710069
"79"	"Crime.and.Punishment"	-0.0039443228492939	0.000246883898840556	-15.9764280611967	1.9434415219274e-57	"pressure"	1.9434415219274e-57
"80"	"Cultural.Identity"	-0.0135006495802808	0.000341819592470839	-39.4964182207682	0	"pressure"	0
"81"	"Economic"	0.0169660450898602	0.000270373610556804	62.7503736585851	0	"pressure"	0
"82"	"Fairness.and.Equality"	-0.00817602941512326	0.000341512639406117	-23.940634904	1.42114707429742e-126	"pressure"	1.42114707429742e-126
"83"	"Health.and.Safety"	0.00406652761960374	0.000286190717965553	14.2091527234409	8.2486949095306e-46	"pressure"	8.2486949095306e-46
"84"	"Legality..Constitutionality..Jurisdiction"	-0.0114407308645549	0.000325013957863902	-35.2007370383327	5.08438405305817e-271	"pressure"	5.08438405305817e-271
"85"	"Morality.and.Ethics"	0.00552107458995793	0.000379691300729375	14.5409562435382	6.85612211645511e-48	"pressure"	6.85612211645511e-48
"86"	"Policy.Prescription.and.Evaluation"	-0.0023221602111914	0.000253640899998046	-9.1553066213268	5.44478484984221e-20	"pressure"	5.44478484984221e-20
"87"	"Political.Factors.and.Implications"	0.0060812931745226	0.000236019953599097	25.7660129230102	2.81052764724628e-146	"pressure"	2.81052764724628e-146
"88"	"Security.and.Defense"	0.0276069688851018	0.000270807393742423	101.943187383429	0	"pressure"	0
"89"	"has_hashtag"	0.00669137126275295	0.000395854769164333	16.9036014821262	4.45554182055346e-64	"pressure"	4.45554182055346e-64
"90"	"has_mention"	-0.00410806760497615	0.000342040557542185	-12.0104692686027	3.17217838232106e-33	"pressure"	3.17217838232106e-33
"91"	"has_url"	-0.00938650275531217	0.000416815155274427	-22.5195812497081	3.13574884319968e-112	"pressure"	3.13574884319968e-112
"92"	"is_quote_status"	-0.000551997455899826	0.000378978853886318	-1.45653893413644	0.145244479756956	"pressure"	0.145244479756956
"93"	"is_reply"	-0.00106062279397383	0.000362337760445255	-2.9271660581842	0.00342085442708535	"pressure"	0.00342085442708535
"94"	"is_verified"	-0.00530678860358578	0.000684046688824317	-7.75793332573052	8.65266195242267e-15	"pressure"	8.65266195242267e-15
"95"	"log_chars"	-0.0105545225635363	0.000338398341011056	-31.1896403865393	2.66082632089424e-213	"pressure"	2.66082632089424e-213
"96"	"log_followers"	2.11996980951114e-05	0.000117007561054291	0.181182292016795	0.856224585297347	"pressure"	0.856224585297347
"97"	"log_following"	-0.000211714810440156	0.000129219171628776	-1.63841640347592	0.101335646157451	"pressure"	0.101335646157451
"98"	"log_statuses"	0.00090352594732142	9.31357033256267e-05	9.70117704659896	2.9972963643864e-22	"pressure"	2.9972963643864e-22
"99"	"ideology:magnitude"	0.00261403361174377	0.000323250472651456	8.08671241932674	6.14658030794937e-16	"pressure"	6.14658030794937e-16
"100"	"year:month"	-1.66211523415488e-07	1.73384025576705e-08	-9.58632278046607	9.17738880046267e-22	"pressure"	9.17738880046267e-22
"101"	"(Intercept)"	0.145686301390362	0.0013009728279491	111.982585846952	0	"vermin"	0
"102"	"ideology"	0.00700530746658283	0.000181162471361756	38.6686459614155	0	"vermin"	0
"103"	"magnitude"	0.000333919145895732	0.000229442120918611	1.45535241985573	0.145572506274507	"vermin"	0.145572506274507
"104"	"Crime.and.Punishment"	0.0108218646819265	0.000187490975932761	57.7193895764216	0	"vermin"	0
"105"	"Cultural.Identity"	-0.00880115591384577	0.000259587965380787	-33.9043295051657	1.31341754388964e-251	"vermin"	1.31341754388964e-251
"106"	"Economic"	-0.00413062493145942	0.000205329761672704	-20.1170297856949	5.80200962107235e-90	"vermin"	5.80200962107235e-90
"107"	"Fairness.and.Equality"	-0.00229772129333851	0.000259354856093627	-8.85937255213388	8.0784311140765e-19	"vermin"	8.0784311140765e-19
"108"	"Health.and.Safety"	0.0152311657404504	0.000217341743492607	70.0793390891727	0	"vermin"	0
"109"	"Legality..Constitutionality..Jurisdiction"	-0.0101332552873707	0.000246825266604473	-41.0543678399375	0	"vermin"	0
"110"	"Morality.and.Ethics"	0.0126907876857105	0.000288348867063645	44.0119214441352	0	"vermin"	0
"111"	"Policy.Prescription.and.Evaluation"	-0.0207416181003155	0.000192622443587582	-107.6801732654	0	"vermin"	0
"112"	"Political.Factors.and.Implications"	-0.000222263483001866	0.000179240572786314	-1.24002885924072	0.214965447507648	"vermin"	0.214965447507648
"113"	"Security.and.Defense"	0.0160836179664478	0.000205659189526027	78.2051995999545	0	"vermin"	0
"114"	"has_hashtag"	0.0116764136338021	0.000300623885748787	38.8406051126601	0	"vermin"	0
"115"	"has_mention"	-0.000818799652997018	0.000259755772828209	-3.15219039824203	0.00162062528215228	"vermin"	0.00162062528215228
"116"	"has_url"	-0.0138453932840003	0.000316541826392811	-43.7395381260577	0	"vermin"	0
"117"	"is_quote_status"	0.00309676006676674	0.000287807813740474	10.7598192923254	5.3730382472201e-27	"vermin"	5.3730382472201e-27
"118"	"is_reply"	0.000152191489373984	0.00027517007241953	0.553081547116614	0.580207880840782	"vermin"	0.580207880840782
"119"	"is_verified"	-0.00596975770647176	0.00051948540133058	-11.4916755912316	1.46882516563401e-30	"vermin"	1.46882516563401e-30
"120"	"log_chars"	-0.0135551563796651	0.000256989765262762	-52.7458996890613	0	"vermin"	0
"121"	"log_followers"	-0.000405856737933672	8.88590220610095e-05	-4.56742296415344	4.93904031016081e-06	"vermin"	4.93904031016081e-06
"122"	"log_following"	0.000330372369183107	9.81328823454329e-05	3.3665817337371	0.000761131870868229	"vermin"	0.000761131870868229
"123"	"log_statuses"	0.00113763417829626	7.07300232729365e-05	16.0841765017706	3.43579542564171e-58	"vermin"	3.43579542564171e-58
"124"	"ideology:magnitude"	0.00155510914688652	0.000245486023482191	6.33481745651942	2.37873531235824e-10	"vermin"	2.37873531235824e-10
"125"	"year:month"	1.33349102660716e-07	1.31672986044026e-08	10.1272938866997	4.20870096223981e-24	"vermin"	4.20870096223981e-24
"126"	"(Intercept)"	0.198969506682887	0.00277371516610493	71.7339361713538	0	"war"	0
"127"	"ideology"	0.0111021955298835	0.00038624411175236	28.7439864895641	1.65072243399089e-181	"war"	3.30144486798177e-181
"128"	"magnitude"	-0.000158565910736729	0.000489177849731488	-0.324147773297107	0.745826329416805	"war"	0.745826329416805
"129"	"Crime.and.Punishment"	0.0126160327874905	0.00039973668341124	31.5608582125333	2.36630014818565e-218	"war"	2.36630014818565e-218
"130"	"Cultural.Identity"	0.00500375585740519	0.00055344974241321	9.04103023986838	1.55867340904644e-19	"war"	1.55867340904644e-19
"131"	"Economic"	-0.0122929692701033	0.000437769538124877	-28.0809151837254	2.47266103619638e-173	"war"	2.47266103619638e-173
"132"	"Fairness.and.Equality"	0.00413849834084664	0.000552952746049206	7.48436167541586	7.20418448856686e-14	"war"	7.20418448856686e-14
"133"	"Health.and.Safety"	0.00892261710049244	0.000463379462815898	19.2555298982627	1.38310302166545e-82	"war"	1.38310302166545e-82
"134"	"Legality..Constitutionality..Jurisdiction"	-0.00923513570458046	0.000526239265456441	-17.5493094316523	6.39075760345454e-69	"war"	6.39075760345454e-69
"135"	"Morality.and.Ethics"	0.0188707683664863	0.000614768893339947	30.6957111378298	1.13136546112985e-206	"war"	1.13136546112985e-206
"136"	"Policy.Prescription.and.Evaluation"	-0.029248070358504	0.000410677134551171	-71.2191351740808	0	"war"	0
"137"	"Political.Factors.and.Implications"	-0.00692833767158063	0.000382146563277943	-18.1300535903067	1.97548227589069e-73	"war"	1.97548227589069e-73
"138"	"Security.and.Defense"	0.0828564535906606	0.00043847188871458	188.966398355803	0	"war"	0
"139"	"has_hashtag"	0.00255188603423209	0.000640939620936828	3.98147649306206	6.85005825349311e-05	"war"	6.85005825349311e-05
"140"	"has_mention"	-0.00761338708364032	0.000553807513192044	-13.747352468655	5.40325490849452e-43	"war"	5.40325490849452e-43
"141"	"has_url"	-0.00406707033895646	0.000674877173227669	-6.0263859859199	1.67812295749505e-09	"war"	1.67812295749505e-09
"142"	"is_quote_status"	-0.00526443580014177	0.000613615350563411	-8.57937435122518	9.57228401031152e-18	"war"	9.57228401031152e-18
"143"	"is_reply"	-0.00626557759370848	0.000586671286848817	-10.6798777001048	1.2748835067436e-26	"war"	1.2748835067436e-26
"144"	"is_verified"	-0.00854478482713605	0.00110755928585552	-7.71496834188495	1.21289455943238e-14	"war"	1.21289455943238e-14
"145"	"log_chars"	-0.0239688946123054	0.000547910297686064	-43.7460195830064	0	"war"	0
"146"	"log_followers"	-0.000655515004851213	0.000189450242034969	-3.46009061698752	0.000540049898468594	"war"	0.000540049898468594
"147"	"log_following"	0.000583461827114361	0.000209222405116803	2.78871580120032	0.00529199786747548	"war"	0.00529199786747548
"148"	"log_statuses"	0.00246534209053804	0.000150798643935071	16.3485693651167	4.65792748720064e-60	"war"	4.65792748720064e-60
"149"	"ideology:magnitude"	0.0034074629984687	0.000523383956813883	6.51044601980493	7.50161060520666e-11	"war"	7.50161060520666e-11
"150"	"year:month"	8.63401109501014e-07	2.80730965713089e-08	30.755463947765	1.80842681011018e-207	"war"	1.80842681011018e-207
"151"	"(Intercept)"	0.0845216709316437	0.00192914072370673	43.8131183966924	0	"water"	0
"152"	"ideology"	0.0126969588982698	0.000268635818983448	47.2645790360969	0	"water"	0
"153"	"magnitude"	-0.00127045962206315	0.000340227043708136	-3.73415237135886	0.000188374545095666	"water"	0.000188374545095666
"154"	"Crime.and.Punishment"	-0.00725360685862239	0.000278020008741919	-26.0902331866186	6.28992425673565e-150	"water"	6.28992425673565e-150
"155"	"Cultural.Identity"	-0.00894348823885069	0.00038492865080795	-23.2341453931233	2.47011662368537e-119	"water"	2.47011662368537e-119
"156"	"Economic"	0.00667892415771203	0.000304472158466409	21.9360751779505	1.36007617721324e-106	"water"	1.36007617721324e-106
"157"	"Fairness.and.Equality"	-0.0153585346518466	0.000384582985926043	-39.9355541297922	0	"water"	0
"158"	"Health.and.Safety"	-0.00371844666533101	0.000322284062607198	-11.5377925772988	8.60422742508848e-31	"water"	8.60422742508848e-31
"159"	"Legality..Constitutionality..Jurisdiction"	-0.00723941315909652	0.000366003549971983	-19.7796255245357	4.9097508403649e-87	"water"	4.9097508403649e-87
"160"	"Morality.and.Ethics"	-0.00135550359733291	0.000427576602782775	-3.17020058747593	0.00152345217907972	"water"	0.00152345217907972
"161"	"Policy.Prescription.and.Evaluation"	-0.0096935294331941	0.000285629178597453	-33.9374621346215	4.27840712806256e-252	"water"	4.27840712806256e-252
"162"	"Political.Factors.and.Implications"	0.00172080518673239	0.000265785941776892	6.47440257836091	9.52973369524483e-11	"water"	9.52973369524483e-11
"163"	"Security.and.Defense"	0.0296793421909359	0.000304960648828171	97.3218751500578	0	"water"	0
"164"	"has_hashtag"	0.00919003278089674	0.000445778549757409	20.6156908758798	2.2228991588567e-94	"water"	2.2228991588567e-94
"165"	"has_mention"	0.00526015049252128	0.000385177483199839	13.6564330002442	1.889220560794e-42	"water"	1.889220560794e-42
"166"	"has_url"	-0.0137909853684565	0.00046938238442192	-29.3811310908933	1.52506957423113e-189	"water"	1.52506957423113e-189
"167"	"is_quote_status"	-0.00642754297105605	0.00042677430470475	-15.0607543617293	3.03091058990428e-51	"water"	3.03091058990428e-51
"168"	"is_reply"	-0.0170149415627498	0.000408034496375057	-41.6997624316303	0	"water"	0
"169"	"is_verified"	0.00291212313773978	0.000770316198423451	3.78042567935065	0.000156583173789765	"water"	0.000156583173789765
"170"	"log_chars"	-0.000895752106420712	0.000381075923411695	-2.35058698644938	0.0187443088423514	"water"	0.0187443088423514
"171"	"log_followers"	-0.00370009133630418	0.000131764134072564	-28.0811721820029	2.45489311420286e-173	"water"	2.45489311420286e-173
"172"	"log_following"	0.00272338224435385	0.000145515829078255	18.7153676792734	4.00782190637721e-78	"water"	4.00782190637721e-78
"173"	"log_statuses"	0.00426834776003252	0.00010488164345419	40.6968046977339	0	"water"	0
"174"	"ideology:magnitude"	0.00159221340333592	0.000364017660343364	4.37400043128139	1.22020913517187e-05	"water"	1.22020913517187e-05
"175"	"year:month"	-1.8637132903209e-08	1.95250595656204e-08	-0.954523741173374	0.339819174568385	"water"	0.339819174568385
"176"	"(Intercept)"	0.0567560861195211	0.00682493219719011	8.31599266918551	9.12676443299483e-17	"overall"	9.12676443299483e-17
"177"	"ideology"	0.0767156420444794	0.000950382327099425	80.7208213547238	0	"overall"	0
"178"	"magnitude"	-0.00621578524843764	0.00120365843529384	-5.16407733803671	2.4174315339099e-07	"overall"	2.4174315339099e-07
"179"	"Crime.and.Punishment"	0.0173511669538846	0.000983581801891534	17.6407970547202	1.272782780163e-69	"overall"	1.272782780163e-69
"180"	"Cultural.Identity"	0.0175168330170499	0.00136180420134011	12.8629600347921	7.4007177023133e-38	"overall"	7.4007177023133e-38
"181"	"Economic"	0.0500231567564505	0.00107716446598702	46.4396648199991	0	"overall"	0
"182"	"Fairness.and.Equality"	-0.0316094507963182	0.0013605813048697	-23.232313043832	2.57759773320405e-119	"overall"	2.57759773320405e-119
"183"	"Health.and.Safety"	0.0353353337987384	0.00114017958798919	30.9910247218647	1.2679242624699e-210	"overall"	1.2679242624699e-210
"184"	"Legality..Constitutionality..Jurisdiction"	-0.0236522551534973	0.00129485080159938	-18.2663941855559	1.64353998808184e-74	"overall"	1.64353998808184e-74
"185"	"Morality.and.Ethics"	0.00106580236591407	0.0015126845269692	0.704576761983218	0.481074074381478	"overall"	0.481074074381478
"186"	"Policy.Prescription.and.Evaluation"	-0.0292252129728996	0.00101050159457578	-28.9214911978131	9.92947835331784e-184	"overall"	9.92947835331784e-184
"187"	"Political.Factors.and.Implications"	-0.017365338573226	0.000940300004713069	-18.4678703458318	4.02975589681435e-76	"overall"	4.02975589681435e-76
"188"	"Security.and.Defense"	0.136519660748645	0.00107889265178344	126.536834339333	0	"overall"	0
"189"	"has_hashtag"	-0.039797020613784	0.00157707954617756	-25.2346311321086	2.15332592232417e-140	"overall"	2.15332592232417e-140
"190"	"has_mention"	-0.019677743512138	0.00136268452291657	-14.4404248974821	2.96071448543784e-47	"overall"	2.96071448543784e-47
"191"	"has_url"	0.0315976622349528	0.00166058541446354	19.0280258755377	1.0852554958495e-80	"overall"	1.0852554958495e-80
"192"	"is_quote_status"	-0.0322129100560226	0.00150984614928261	-21.3352268185259	6.09083178949325e-101	"overall"	6.09083178949325e-101
"193"	"is_reply"	-0.0258657476613835	0.00144354827911338	-17.9181729046639	9.07718583285612e-72	"overall"	9.07718583285612e-72
"194"	"is_verified"	-0.0290737340149871	0.00272523189212221	-10.6683523332565	1.44325955354186e-26	"overall"	1.44325955354186e-26
"195"	"log_chars"	-0.0168723033428779	0.00134817398612016	-12.5149302067708	6.28300673502621e-36	"overall"	6.28300673502621e-36
"196"	"log_followers"	-0.00683014978589904	0.000466156392851841	-14.6520564570909	1.34553650799575e-48	"overall"	1.34553650799575e-48
"197"	"log_following"	0.00474922115007271	0.000514807268786877	9.22524105237299	2.84237420380355e-20	"overall"	2.84237420380355e-20
"198"	"log_statuses"	0.0109876668085753	0.000371051264694329	29.6122607684059	1.68073414236549e-192	"overall"	1.68073414236549e-192
"199"	"ideology:magnitude"	0.0210948259885859	0.00128782510259263	16.3801947532457	2.77172487829279e-60	"overall"	2.77172487829279e-60
"200"	"year:month"	6.99936632410115e-07	6.90759393775132e-08	10.1328572396942	3.97598483593495e-24	"overall"	3.97598483593495e-24
