	id_str	concept	No	Yes	total	percent_no	percent_yes
46	1007747851936358400	vermin	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666
47	1007805471179370496	domain-agnostic	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
48	1007983769796665346	domain-agnostic	7.0	1.0	8.0	0.875	0.125
49	1008102286126665731	pressure	4.0	4.0	8.0	0.5	0.5
50	1008158443671207936	pressure	7.0	1.0	8.0	0.875	0.125
51	1008183333937795073	animal	5.0	5.0	10.0	0.5	0.5
52	1008188888857358336	pressure	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
53	1008255057366642688	commodity	6.0	0.0	6.0	1.0	0.0
54	1008345406458290176	war	5.0	3.0	8.0	0.625	0.375
55	1008441802863595521	water	3.0	3.0	6.0	0.5	0.5
56	1008450648663314432	commodity	4.0	5.0	9.0	0.4444444444444444	0.5555555555555556
57	1008455791731281920	commodity	3.0	5.0	8.0	0.375	0.625
58	1008459426485829632	parasite	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
59	1008478180502593536	vermin	8.0	0.0	8.0	1.0	0.0
60	1008488660386267136	commodity	1.0	6.0	7.0	0.1428571428571428	0.8571428571428571
61	1008544651807215616	vermin	7.0	0.0	7.0	1.0	0.0
62	1008550799847317504	animal	8.0	0.0	8.0	1.0	0.0
63	1008671853743869954	war	6.0	0.0	6.0	1.0	0.0
64	1008694595272650752	commodity	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
65	1008694736595533825	vermin	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
66	1008730880192335872	animal	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
67	1008765932410429440	vermin	6.0	0.0	6.0	1.0	0.0
68	1008790272770301956	parasite	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
69	1008809307369082882	war	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
70	1008820889931124742	domain-agnostic	6.0	2.0	8.0	0.75	0.25
71	1008850290764759042	commodity	2.0	5.0	7.0	0.2857142857142857	0.7142857142857143
72	1008859319822159874	commodity	8.0	0.0	8.0	1.0	0.0
73	1008860398181703680	vermin	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
74	1008880417582305280	war	7.0	0.0	7.0	1.0	0.0
75	1008881095381745664	animal	7.0	4.0	11.0	0.6363636363636364	0.3636363636363636
76	1008882901046480896	animal	2.0	9.0	11.0	0.1818181818181818	0.8181818181818182
77	1008890536768540678	war	8.0	0.0	8.0	1.0	0.0
78	1008903024067178496	animal	9.0	0.0	9.0	1.0	0.0
79	1008906632405962752	war	4.0	5.0	9.0	0.4444444444444444	0.5555555555555556
80	1008917830354563072	domain-agnostic	7.0	1.0	8.0	0.875	0.125
81	1008921896346439680	parasite	8.0	0.0	8.0	1.0	0.0
82	1008927567020060672	animal	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666
83	1008952154474901504	parasite	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
84	1009048834847240193	vermin	9.0	0.0	9.0	1.0	0.0
85	1009080607534657536	pressure	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
86	1009085072392245248	pressure	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
87	1009107408315211777	vermin	1.0	5.0	6.0	0.1666666666666666	0.8333333333333334
88	1009138712498855936	domain-agnostic	7.0	0.0	7.0	1.0	0.0
89	1009139989647675392	parasite	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
90	1009149894093885440	water	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
91	1009157898478538753	war	6.0	2.0	8.0	0.75	0.25
92	1009158443318595585	animal	3.0	7.0	10.0	0.3	0.7
93	1009186348467617792	domain-agnostic	7.0	0.0	7.0	1.0	0.0
94	1009192168039337984	animal	8.0	0.0	8.0	1.0	0.0
95	1009240642877153280	war	7.0	1.0	8.0	0.875	0.125
96	1009241593746948097	water	6.0	0.0	6.0	1.0	0.0
97	1009248146059169792	commodity	9.0	0.0	9.0	1.0	0.0
98	1009253547488284673	domain-agnostic	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
99	1009255333414559744	domain-agnostic	7.0	1.0	8.0	0.875	0.125
100	1009257396630376449	animal	7.0	1.0	8.0	0.875	0.125
101	1009377743350493185	pressure	3.0	3.0	6.0	0.5	0.5
102	1009390790173495296	vermin	4.0	0.0	4.0	1.0	0.0
103	1009456874754846720	vermin	3.0	5.0	8.0	0.375	0.625
104	1009463818852995073	war	4.0	2.0	6.0	0.6666666666666666	0.3333333333333333
105	1009467689767784449	domain-agnostic	7.0	0.0	7.0	1.0	0.0
106	1009491338528772106	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
107	1009497821236645889	pressure	5.0	3.0	8.0	0.625	0.375
108	1009502934089027597	animal	13.0	0.0	13.0	1.0	0.0
109	1009531652937314305	water	6.0	0.0	6.0	1.0	0.0
110	1009568085064503296	parasite	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
111	1009568633243258881	vermin	8.0	0.0	8.0	1.0	0.0
112	1009613436399935488	water	8.0	0.0	8.0	1.0	0.0
113	1009627799387299844	pressure	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666
114	1009786806273896449	animal	1.0	4.0	5.0	0.2	0.8
115	1009843030084317184	domain-agnostic	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
116	1009843913815977984	parasite	5.0	3.0	8.0	0.625	0.375
117	1009859113973682178	parasite	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
118	1009863114915971072	parasite	0.0	7.0	7.0	0.0	1.0
119	1009877067708751872	animal	1.0	7.0	8.0	0.125	0.875
120	1009887657898504192	vermin	0.0	9.0	9.0	0.0	1.0
121	1009894242947301376	commodity	6.0	2.0	8.0	0.75	0.25
122	1009935370631499777	animal	12.0	0.0	12.0	1.0	0.0
123	1009939309493751808	pressure	4.0	4.0	8.0	0.5	0.5
124	1010003324622422017	vermin	7.0	0.0	7.0	1.0	0.0
125	1010052427368804352	water	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
126	1010140690624471041	war	1.0	7.0	8.0	0.125	0.875
127	1010223747058536448	animal	3.0	3.0	6.0	0.5	0.5
128	1010245606911172608	vermin	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666
129	1010246084663369730	animal	8.0	0.0	8.0	1.0	0.0
130	1010284621089640448	vermin	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666
131	1010290566951849985	domain-agnostic	9.0	0.0	9.0	1.0	0.0
132	1010309714759114755	commodity	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
133	1010329421285412864	vermin	7.0	1.0	8.0	0.875	0.125
134	1010333694446297088	water	0.0	7.0	7.0	0.0	1.0
135	1010334433461833730	parasite	7.0	1.0	8.0	0.875	0.125
136	1010348108574810113	vermin	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
137	1010382537099808768	pressure	6.0	2.0	8.0	0.75	0.25
138	1010434067920183296	vermin	7.0	1.0	8.0	0.875	0.125
139	1010508156932325376	domain-agnostic	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
140	1010511530415226880	water	6.0	0.0	6.0	1.0	0.0
141	1010538200748707840	pressure	6.0	2.0	8.0	0.75	0.25
142	1010570867670216706	parasite	8.0	0.0	8.0	1.0	0.0
143	1010644312009273345	parasite	8.0	0.0	8.0	1.0	0.0
144	1010651837018537984	commodity	3.0	5.0	8.0	0.375	0.625
145	1010669169984057347	commodity	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
146	1010669169984057347	pressure	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
147	1010885462674862081	parasite	0.0	8.0	8.0	0.0	1.0
148	1010898428119994369	commodity	5.0	3.0	8.0	0.625	0.375
149	1010914186099150848	vermin	8.0	0.0	8.0	1.0	0.0
150	1010929794375135234	war	6.0	2.0	8.0	0.75	0.25
151	1010940185348067328	vermin	4.0	1.0	5.0	0.8	0.2
152	1010965111253528576	vermin	3.0	4.0	7.0	0.4285714285714285	0.5714285714285714
153	1010991450232934401	domain-agnostic	7.0	1.0	8.0	0.875	0.125
154	1011049459554365440	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
155	1011062465663102976	parasite	8.0	0.0	8.0	1.0	0.0
156	1011065704077037569	domain-agnostic	8.0	0.0	8.0	1.0	0.0
157	1011110820137222145	commodity	9.0	0.0	9.0	1.0	0.0
158	1011152368912797696	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
159	1011168773255122946	domain-agnostic	7.0	1.0	8.0	0.875	0.125
160	1011224759227600896	animal	1.0	12.0	13.0	0.0769230769230769	0.9230769230769232
161	1011231520869232640	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
162	1011249641956900865	war	3.0	3.0	6.0	0.5	0.5
163	1011296725506625541	parasite	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
164	1011297691454844930	commodity	8.0	0.0	8.0	1.0	0.0
165	1011306410993438720	parasite	7.0	0.0	7.0	1.0	0.0
166	1011365404747411457	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
167	1011385307953074177	animal	3.0	10.0	13.0	0.2307692307692307	0.7692307692307693
168	1011464280397570048	pressure	3.0	6.0	9.0	0.3333333333333333	0.6666666666666666
169	1011635331693797376	war	1.0	5.0	6.0	0.1666666666666666	0.8333333333333334
170	1011640028471193601	war	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
171	1011643918239371266	commodity	5.0	3.0	8.0	0.625	0.375
172	1011672702489374721	domain-agnostic	7.0	1.0	8.0	0.875	0.125
173	1011688309935009794	parasite	6.0	0.0	6.0	1.0	0.0
174	1011802454130769920	parasite	10.0	0.0	10.0	1.0	0.0
175	1011969131170525184	water	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
176	1012034111001841665	vermin	7.0	0.0	7.0	1.0	0.0
177	1012081432385282048	animal	13.0	0.0	13.0	1.0	0.0
178	1012350037718953991	animal	9.0	1.0	10.0	0.9	0.1
179	1015011140735328256	vermin	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666
180	1015027389464743936	vermin	8.0	0.0	8.0	1.0	0.0
181	1015208422747312128	domain-agnostic	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
182	1015366742233755648	parasite	7.0	0.0	7.0	1.0	0.0
183	1015380242028953600	commodity	3.0	5.0	8.0	0.375	0.625
184	1015541002549903360	parasite	7.0	1.0	8.0	0.875	0.125
185	1015574986885599239	vermin	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
186	1015651045148626947	domain-agnostic	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
187	1015697675310624769	commodity	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778
188	1015813313547075585	animal	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666
189	1016017656271421440	commodity	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
190	1016458897874272256	commodity	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778
191	1016492014018408448	commodity	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
192	1016735068038025216	water	9.0	0.0	9.0	1.0	0.0
193	1016747492438708225	water	10.0	0.0	10.0	1.0	0.0
194	1016820658280411136	animal	1.0	6.0	7.0	0.1428571428571428	0.8571428571428571
195	1016894885717204992	commodity	3.0	5.0	8.0	0.375	0.625
196	1016964247321038848	war	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666
197	1017111157851770883	domain-agnostic	8.0	0.0	8.0	1.0	0.0
198	1017591445509861376	pressure	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
199	1017682041222164480	animal	4.0	1.0	5.0	0.8	0.2
200	1017872988190851073	domain-agnostic	1.0	5.0	6.0	0.1666666666666666	0.8333333333333334
201	1017947164847136769	domain-agnostic	2.0	6.0	8.0	0.25	0.75
202	1018292770056949760	animal	8.0	0.0	8.0	1.0	0.0
203	1018413000221323266	war	5.0	3.0	8.0	0.625	0.375
204	1018417700329029632	war	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
205	1018504507343290368	commodity	5.0	3.0	8.0	0.625	0.375
206	1018888597389430784	animal	1.0	6.0	7.0	0.1428571428571428	0.8571428571428571
207	1018889066715205632	war	6.0	2.0	8.0	0.75	0.25
208	1018960017129656320	commodity	5.0	3.0	8.0	0.625	0.375
209	1019029627073892352	domain-agnostic	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
210	1019241793437749250	pressure	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666
211	1019281971497852928	war	4.0	4.0	8.0	0.5	0.5
212	1019734073026273280	commodity	9.0	0.0	9.0	1.0	0.0
213	1019827340052975616	war	7.0	0.0	7.0	1.0	0.0
214	1020282390193889281	water	8.0	0.0	8.0	1.0	0.0
215	1020293867487223808	domain-agnostic	7.0	1.0	8.0	0.875	0.125
216	1020726257858723841	war	7.0	0.0	7.0	1.0	0.0
217	1020767613666955265	vermin	3.0	4.0	7.0	0.4285714285714285	0.5714285714285714
218	1020791686052511744	animal	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
219	1020848021427441664	water	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
220	1021103994775789569	vermin	7.0	0.0	7.0	1.0	0.0
221	1021125753147207681	water	7.0	1.0	8.0	0.875	0.125
222	1021341528264880128	pressure	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666
223	1021613028519882752	pressure	7.0	0.0	7.0	1.0	0.0
224	1021739435619180545	animal	12.0	2.0	14.0	0.8571428571428571	0.1428571428571428
225	1021850601003438080	water	0.0	7.0	7.0	0.0	1.0
226	1021939600372244480	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
227	1022114923533533185	parasite	8.0	0.0	8.0	1.0	0.0
228	1022206401324769287	commodity	9.0	0.0	9.0	1.0	0.0
229	1022217517463269377	war	4.0	4.0	8.0	0.5	0.5
230	1022524423088349184	war	7.0	0.0	7.0	1.0	0.0
231	1022568795481755653	pressure	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
232	1022614893390753792	vermin	7.0	0.0	7.0	1.0	0.0
233	1022765850145636352	pressure	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
234	1022785812545658880	pressure	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
235	1022887789485023234	war	7.0	0.0	7.0	1.0	0.0
236	1022952405267169281	domain-agnostic	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
237	1023011011404525569	commodity	3.0	6.0	9.0	0.3333333333333333	0.6666666666666666
238	1023032710653075456	commodity	3.0	6.0	9.0	0.3333333333333333	0.6666666666666666
239	1023042334462812165	commodity	3.0	4.0	7.0	0.4285714285714285	0.5714285714285714
240	1023056050704924673	pressure	6.0	2.0	8.0	0.75	0.25
241	1023120918133002240	water	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
242	1023215961908817920	animal	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
243	1023270658963382272	animal	1.0	11.0	12.0	0.0833333333333333	0.9166666666666666
244	1023578719707967488	parasite	7.0	0.0	7.0	1.0	0.0
245	1023606097163239425	animal	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
246	1023678808363343872	commodity	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
247	1023923222205681664	commodity	3.0	5.0	8.0	0.375	0.625
248	1023999692760330240	pressure	1.0	6.0	7.0	0.1428571428571428	0.8571428571428571
249	1024410784896561160	commodity	2.0	6.0	8.0	0.25	0.75
250	1024425766501720065	vermin	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
251	1024492508787564544	pressure	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
252	1024639984320569344	war	7.0	0.0	7.0	1.0	0.0
253	1024731567783129091	domain-agnostic	3.0	6.0	9.0	0.3333333333333333	0.6666666666666666
254	1024826137564856320	domain-agnostic	7.0	0.0	7.0	1.0	0.0
255	1024902453760806912	animal	11.0	1.0	12.0	0.9166666666666666	0.0833333333333333
256	1025065366433800193	vermin	6.0	2.0	8.0	0.75	0.25
257	1025091929799905281	water	7.0	0.0	7.0	1.0	0.0
258	1025096077966487552	domain-agnostic	4.0	4.0	8.0	0.5	0.5
259	1025328894952570880	domain-agnostic	5.0	3.0	8.0	0.625	0.375
260	1025436601739096069	parasite	5.0	3.0	8.0	0.625	0.375
261	1025508966913077248	water	7.0	2.0	9.0	0.7777777777777778	0.2222222222222222
262	1025773243721043968	water	2.0	6.0	8.0	0.25	0.75
263	1025809538702823424	domain-agnostic	8.0	0.0	8.0	1.0	0.0
264	1025937136586039296	war	7.0	0.0	7.0	1.0	0.0
265	1025959344150597632	domain-agnostic	4.0	2.0	6.0	0.6666666666666666	0.3333333333333333
266	1026079303338000384	commodity	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778
267	1026214828019535888	war	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666
268	1026542596506537984	parasite	7.0	1.0	8.0	0.875	0.125
269	1027006867388674048	domain-agnostic	3.0	3.0	6.0	0.5	0.5
270	1027050455019540480	war	3.0	5.0	8.0	0.375	0.625
271	1027410101051777024	animal	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
272	1027637401697615872	domain-agnostic	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
273	1027645535317057538	parasite	0.0	9.0	9.0	0.0	1.0
274	1027680809816342528	commodity	7.0	1.0	8.0	0.875	0.125
275	1027927330054963200	parasite	0.0	7.0	7.0	0.0	1.0
276	1027962056375332864	pressure	6.0	4.0	10.0	0.6	0.4
277	1028094884115173376	water	7.0	1.0	8.0	0.875	0.125
278	1028298918965039104	domain-agnostic	4.0	5.0	9.0	0.4444444444444444	0.5555555555555556
279	1028316922151137280	vermin	7.0	1.0	8.0	0.875	0.125
280	1028335367433412608	pressure	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
281	1028344758069092352	pressure	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
282	1029219786792660992	animal	12.0	1.0	13.0	0.9230769230769232	0.0769230769230769
283	1029542916375674881	water	0.0	7.0	7.0	0.0	1.0
284	1029658882166075392	water	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
285	1029814647283699712	water	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
286	1030132097808130053	animal	10.0	2.0	12.0	0.8333333333333334	0.1666666666666666
287	1030234836433293312	commodity	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
288	1030253201218392064	commodity	9.0	0.0	9.0	1.0	0.0
289	1030631264028700672	commodity	3.0	6.0	9.0	0.3333333333333333	0.6666666666666666
290	1031054850132336640	water	4.0	2.0	6.0	0.6666666666666666	0.3333333333333333
291	1031603895867527170	pressure	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
292	1031616420906496001	water	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
293	1031700420215885824	domain-agnostic	4.0	4.0	8.0	0.5	0.5
294	1031873183178272768	water	0.0	8.0	8.0	0.0	1.0
295	1031947262149029888	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
296	1032047342445387776	vermin	5.0	3.0	8.0	0.625	0.375
297	1032088681925029888	water	7.0	0.0	7.0	1.0	0.0
298	1032109680292712449	pressure	6.0	0.0	6.0	1.0	0.0
299	1032345535619977216	water	3.0	3.0	6.0	0.5	0.5
300	1032383759167893505	vermin	6.0	2.0	8.0	0.75	0.25
301	1032402389414883328	domain-agnostic	6.0	0.0	6.0	1.0	0.0
302	1032404821301637120	pressure	1.0	7.0	8.0	0.125	0.875
303	1032430381373566976	animal	3.0	7.0	10.0	0.3	0.7
304	1032583910524366848	vermin	5.0	3.0	8.0	0.625	0.375
305	1032671539597074438	vermin	6.0	0.0	6.0	1.0	0.0
306	1032684049926692864	vermin	3.0	2.0	5.0	0.6	0.4
307	1032705692120084481	commodity	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
308	1032834358279843840	commodity	3.0	5.0	8.0	0.375	0.625
309	1032886404139937794	war	4.0	4.0	8.0	0.5	0.5
310	1032928072440467456	war	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
311	1032936770172870656	water	0.0	9.0	9.0	0.0	1.0
312	1033035404264570880	war	7.0	1.0	8.0	0.875	0.125
313	1033082843965079552	vermin	6.0	1.0	7.0	0.8571428571428571	0.1428571428571428
314	1033106586229592064	water	9.0	0.0	9.0	1.0	0.0
315	1033147666501390336	vermin	3.0	2.0	5.0	0.6	0.4
316	1033153957118599168	vermin	3.0	3.0	6.0	0.5	0.5
317	1033268838270300160	domain-agnostic	7.0	1.0	8.0	0.875	0.125
318	1033319231562104832	vermin	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
319	1033767879479459841	parasite	8.0	0.0	8.0	1.0	0.0
320	1033944325476904960	parasite	8.0	0.0	8.0	1.0	0.0
321	1034051065031741441	animal	2.0	5.0	7.0	0.2857142857142857	0.7142857142857143
322	1034077162855387136	vermin	7.0	0.0	7.0	1.0	0.0
323	1034210318560493568	war	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
324	1034329769402195969	vermin	6.0	2.0	8.0	0.75	0.25
325	1034405682123034624	vermin	6.0	2.0	8.0	0.75	0.25
326	1034497083577790464	animal	3.0	7.0	10.0	0.3	0.7
327	1034578263895502848	war	1.0	6.0	7.0	0.1428571428571428	0.8571428571428571
328	1034690119285006336	animal	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
329	1034822910949638144	parasite	9.0	0.0	9.0	1.0	0.0
330	1035031254620626949	parasite	6.0	0.0	6.0	1.0	0.0
331	1035240017709260800	water	1.0	7.0	8.0	0.125	0.875
332	1035610375562166272	pressure	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
333	1035624368620142592	animal	6.0	2.0	8.0	0.75	0.25
334	1036086371201380352	animal	4.0	9.0	13.0	0.3076923076923077	0.6923076923076923
335	1036345050723229697	water	7.0	0.0	7.0	1.0	0.0
336	1036425836365312001	war	7.0	0.0	7.0	1.0	0.0
337	1036612865803907072	war	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
338	1036734590797328384	domain-agnostic	5.0	3.0	8.0	0.625	0.375
339	1036771855946969088	parasite	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
340	1036945123484082177	parasite	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888
341	1036987459530358784	parasite	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
342	1037097599008792576	domain-agnostic	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857
343	1037209753854914560	water	7.0	1.0	8.0	0.875	0.125
344	1037252410790559745	vermin	8.0	0.0	8.0	1.0	0.0
345	1037456315629621248	parasite	7.0	1.0	8.0	0.875	0.125
346	1037792057908051969	animal	8.0	0.0	8.0	1.0	0.0
347	1037951921691262976	parasite	4.0	5.0	9.0	0.4444444444444444	0.5555555555555556
348	1039250632580902912	commodity	2.0	6.0	8.0	0.25	0.75
349	1039660683263176705	vermin	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111
350	1039685573512966145	water	9.0	0.0	9.0	1.0	0.0
351	1039707802061742082	vermin	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
352	1039922129297448961	water	6.0	0.0	6.0	1.0	0.0
353	1040204041060581376	vermin	4.0	0.0	4.0	1.0	0.0
354	1040223080696696839	domain-agnostic	5.0	1.0	6.0	0.8333333333333334	0.1666666666666666
355	1040596700925186048	vermin	4.0	3.0	7.0	0.5714285714285714	0.4285714285714285
356	1040646730142892037	animal	10.0	1.0	11.0	0.9090909090909092	0.0909090909090909
357	1040752642178383876	commodity	5.0	3.0	8.0	0.625	0.375
358	1041086034430382082	domain-agnostic	4.0	5.0	9.0	0.4444444444444444	0.5555555555555556
359	1041340248653852672	parasite	5.0	4.0	9.0	0.5555555555555556	0.4444444444444444
360	1041749485226012672	pressure	8.0	0.0	8.0	1.0	0.0
361	1042066603129692161	domain-agnostic	3.0	4.0	7.0	0.4285714285714285	0.5714285714285714
362	1042666816429088770	animal	6.0	2.0	8.0	0.75	0.25
363	1042775607023685633	pressure	6.0	3.0	9.0	0.6666666666666666	0.3333333333333333
