Capacity and Resources	Crime and Punishment	Cultural Identity	Economic	Episodic	External Regulation and Reputation	Fairness and Equality	Health and Safety	Hero	Hero: Cultural Diversity	Hero: Integration	Hero: Worker	Legality, Constitutionality, Jurisdiction	Morality and Ethics	Policy Prescription and Evaluation	Political Factors and Implications	Public Sentiment	Quality of Life	Security and Defense	Thematic	Threat	Threat: Fiscal	Threat: Jobs	Threat: National Cohesion	Threat: Public Order	Victim	Victim: Discrimination	Victim: Global Economy	Victim: Humanitarian	Victim: War	country	date	has_hashtag	has_mention	has_url	id_str	ideology	is_quote_status	is_reply	is_verified	log_chars	log_favorites	log_followers	log_following	log_retweets	log_statuses	month	year	text
0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	US	10	0	1	1	1126995490720092161	0.0568906913121395	0	1	0	5.68697535633982	1.0986122886681098	4.51085950651685	3.9889840465642745	0.0	8.519789817263504	5	2019	"  "" we as a country enjoy the freedom and security of raising our children in the greatest country in the world, the United States of America........which I arrived in using falsified documents and brought my parents here through chain migration which my husband wants to end."""
0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	US	24	0	0	1	1010977710108053505	-1.2951463688165852	0	0	0	5.673323267171493	0.6931471805599453	7.981049759665957	7.938445551164788	0.0	10.615996086574691	6	2018	1st: It’s the ones who came here illegally &amp; THEIR KIDS. 2nd: It’s the asylum seekers who’re just “gaming the system” &amp; THEIR KIDS. 3rd: it’s the already naturalized citizens who “gamed the system” to get in &amp; THEIR KIDS. 4th: It’s ALL immigrants &amp; THEIR KIDS.  See the plan?
0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	US	19	0	1	1	1064631921748000768	-0.1786370412368803	0	1	0	5.099866427824199	0.0	4.30406509320417	5.187385805840755	0.0	7.6787889981991535	11	2018	 Wait. Wait. Wait. You mean,  used political stunt designed to anger his rabid base by stoking anti-immigrant sentiment? Get out of here...
0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	US	20	0	1	1	1020369153985740800	2.6836541818015904	0	1	0	5.3471075307174685	0.0	8.82776136765472	8.865876285425417	0.0	10.22918769217543	7	2018	 “Minnesota is known for its kindness, but past administrations have put us at risk. Refugees and illegal immigrants have poured into our state at a cost of $100,000+ PER IMMIGRANT.” 
0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	US	23	0	1	1	1099196072046428162	-0.9823080064995664	0	1	0	5.655991810819852	0.0	4.0943445622221	6.315358001522335	0.0	7.564238475170491	2	2019	 Exactly what I tell people,  we no longer take risks. If things seem too hard we no longer roll up the sleeves and pound through it.  Immigration,  election reform, climate change, combating hate groups, equal rights. This Congress and dickhead president fail at every turn.
0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	US	19	0	0	1	1097947460427751424	-0.7000343117652448	0	0	0	5.3612921657094255	0.6931471805599453	7.145196134997171	7.168579897264035	0.0	10.21844426712279	2	2019	Drugs do not arrive in the US through a triathlon competition of Central American migrants carrying backpacks, breaststroking across the Rio Grand, and hiking across the mountains.  #FakeEmergency #TuesdayThoughts
0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	US	16	0	0	1	1052310214643539970	-1.1027687552078438	0	0	0	4.584967478670572	0.0	7.3914152346753585	7.334329350300536	0.6931471805599453	8.989444293202451	10	2018	'Yes, we can': caravan of 1,600 Honduran migrants crosses Guatemala border 
0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	US	15	0	0	1	1096232761449431041	2.608141473656103	0	0	0	5.726847747587197	0.0	3.9318256327243257	4.663439094112067	0.0	9.438988743924838	2	2019	"Demetrius Nathaniel Pitts, 49 Man whoAllegedlyPlanned ClevelandTerrorAttack indicted for threatening to kill Trump&amp;Tamily.But  says Fake Crisis. need VOTES..""Let the Illegal Immigrants In""      "
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	US	8	0	0	1	1038471577510146048	-0.6820550955401287	0	0	0	5.111987788356544	0.0	1.791759469228055	4.07753744390572	0.0	10.097078701588314	9	2018	unauthorized border crossings  Immigration Law?  Who authorizes border crossings?  Laws are restrictions.........or behavioral boundaries......  Who owns the borders?
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	US	24	1	0	1	1010923360728084480	-1.796766501497322	0	0	0	5.111987788356544	0.6931471805599453	9.491073355339758	8.474911799159631	0.6931471805599453	12.23166241652917	6	2018	#TrumpHitler stokes fears of immigrants with attack on ‘these people invading our Country’ in nasty series of tweets #ImpeachTrumpANDPenceNow  
0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	US	12	1	0	1	1160861075908235265	-1.0722040876251462	0	0	0	4.955827057601261	0.0	8.723394022000136	8.54772239645106	0.0	12.51039057163338	8	2019	I Am an Immigrant: Fashion's Biggest Names Issue a United Statement to #DonaldTrump  #Resist #NoMuslimban #immigrantion
0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	US	27	0	1	1	1210705571017396224	0.0353156318420003	0	1	0	5.62040086571715	0.0	5.739792912179234	6.09807428216624	0.0	9.897670667214562	12	2019	  The average American has to work many more jobs than before, you are correct. But I’m not sure that is a good thing. Americans fear immigration and trade because they see the  barrier to middle class status is higher. That’s not a position of confidence
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	US	6	0	1	1	1059601219856093185	2.949746581933307	0	1	0	5.198497031265826	0.6931471805599453	7.025538314638521	7.237059026124737	0.0	9.835797403566175	11	2018	 Lol scott thinks people will ignore the glaring fact that  supports illegals over citizens, socialism, and worries more about the color of your skin than your character.
0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	US	6	0	1	1	1103318241538179072	0.4128791725694368	0	0	1	5.5053315359323625	7.208600337960199	14.354318790975706	5.986452005284438	6.93537044601511	9.563037414545692	3	2019	.: “At the current pace we are on track to encounter close to one million illegal aliens at our southern border this year.” In February we encountered more than 2700 illegal aliens a day on pace for approximately 990,000 over the year.
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	US	11	0	1	1	1061719725049147392	2.6279186115037305	0	0	0	4.543294782270004	0.0	4.060443010546419	5.318119993844216	0.0	9.123256265069069	11	2018	Here’s How Democrats Have Flip-Flopped On Immigration  via 
0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US	1	0	1	1	1190396017046433794	-0.6029465441496183	0	1	0	5.662960480135946	0.0	6.432940092739179	6.452048954437226	0.0	10.963133762295572	11	2019	" NBC:""[W]hen Wolf was acting chief of staff to Nielsen,he sent a list of 16 options to curb the number of undocumented immigrants to Gene Hamilton,counselor to then-Attorney General Jeff Sessions,for review.  Number two on the list:""Separate family units."""" "
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	US	14	0	1	1	1007373034653716480	1.6156887380296985	0	0	0	4.962844630259907	0.0	7.489970898834801	7.405495663199472	0.0	11.150275563614356	6	2018	 We should NOT allow illegal aliens to USE their kids to get into the United States.  Therefore, we must put our foot down. 
0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US	11	0	0	1	1160641538466156545	-0.8798264740164049	0	0	1	5.176149732573829	2.079441541679836	11.0603058542686	8.14060704285845	2.5649493574615367	11.350935807148192	8	2019	Sanctuary leaders are concerned that federal immigration agencies are working toward removing undocumented immigrants from sanctuary churches nationwide. 
0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	US	19	0	1	1	1086729258360324098	-0.5202421495140845	1	0	0	5.298317366548036	0.6931471805599453	9.89298256789098	9.832474785289708	1.0986122886681098	11.233238016844153	1	2019	No, Mr. , you really are not. 👇  Trump’s tweet about migrant kids' deaths caps a year that was horrible for children -  - Washington Post  #WhatAboutTheChildren
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	US	20	0	0	1	1042886453242540032	2.911990227860564	1	0	0	5.351858133476067	2.6390573296152584	8.977525200965243	7.741533589281828	2.19722457733622	10.78669708580816	9	2018	So, true Native Americans were getting no social security but we provide all sorts of benefits and perks for illegal aliens? This is a good start.  Yeah Trump! 👏🏻 #illegals #IllegalAliens #ThursdayThoughts #maga
0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US	2	0	0	1	1157278480100405248	-1.0991729119628206	0	1	0	5.303304908059076	1.3862943611198906	6.679599185844383	6.405228458030842	0.0	9.151121012316212	8	2019	And I guess I’m talking more specifically about pro bono attorneys who only deal with immigration when their big fancy law firm takes on our cases. I REALLY suck at small talk with corporate attorneys.
0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	US	23	0	0	1	1032738536485806080	-1.9441960745432731	1	0	0	5.099866427824199	0.0	5.081404364984463	4.812184355372417	0.0	9.9763661979487	8	2018	no matter the legal status of the perpetrator, you cannot blame all immigrants..bad people born in the usa commit heinous acts as well...racism has no part in this.
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US	19	0	1	0	1075195299860267009	2.464307743855175	0	1	0	4.0943445622221	0.0	4.718498871295094	5.54907608489522	0.0	9.371097750854297	12	2018	  That was illegal immigrants you fool
0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	US	14	1	0	1	1128408885184700416	-1.2376128768962138	1	0	0	5.634789603169249	0.6931471805599453	4.30406509320417	5.834810737062605	0.0	8.049427057110695	5	2019	What happened to you #LindsayGrahamResign?  Were you always this much of an Ass and we just didn't see it?  Were you always this repugnant?  First they came for Asylum seekers, and then any immigrant and then Gays. And that is when they locked Lindsey up!  Throwing stones! Shame!
0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	US	22	0	1	1	1087769570314575873	2.586566414185964	0	1	0	5.513428746164983	0.0	7.180069874302796	7.549082710812286	0.0	9.175645402179295	1	2019	  Wow! This has more than doubled just in the past few years. That tells me illegals are making a lot more money - or there are a lot more of them in our country.  This makes me so angry. Out government shouldn’t allow this.
0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	US	8	0	1	1	1071262466649206784	2.9605341116683768	0	0	0	4.499809670330265	0.0	8.588024372176829	8.54188580400661	0.0	11.692927667473606	12	2018	CA Dems Pushing For Medicaid For Illegal Aliens  via 
0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	US	3	0	1	1	1102303018651959296	-0.360227125110552	0	0	0	4.477336814478207	0.0	7.795646536334594	8.363109176033522	0.0	10.619178697530968	3	2019	Trump's Immigration Policy: Lies and Racism  via 
0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	US	27	0	0	1	1022639002220937217	-1.2501983282537947	0	1	0	5.62040086571715	0.6931471805599453	5.655991810819852	7.70210434005105	0.0	8.83331693749932	7	2018	"The second aspect is far more chilling: ""My province."" Ontario recently had a provincial election where the Tories under the brother of Toronto's infamous ""crack mayor"" won the Premiership. Doug's campaign paid lip service to the anti-immigrant sentiments lurking in his base."
0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	US	13	0	1	1	1073328374033002496	0.9450639728328708	0	0	0	5.60947179518496	0.0	3.091042453358316	4.418840607796598	0.0	6.9865664594064265	12	2018	 , Everyone should know by now that you and the Dems do not care about the working class of this country. You are more worried about the illegals than you are about our citizens going hungry and homeless. Billions of dollars given to illegals .You are a disgrace
