id_str	ideology	score_animal	score_parasite	score_vermin	score_pressure	score_commodity	score_water	score_war	score_overall	has_hashtag	has_mention	has_url	is_quote_status	is_reply	is_verified	log_chars	log_followers	log_following	log_statuses	year	month	Crime and Punishment	Cultural Identity	Economic	Fairness and Equality	Health and Safety	Legality, Constitutionality, Jurisdiction	Morality and Ethics	Policy Prescription and Evaluation	Political Factors and Implications	Security and Defense	log_favorites	log_retweets
1010527665072287745	0.0496990048220931	0.13426203	0.0672141	0.08224903	0.11248326	0.11099723	0.10777184	0.13696472	0.0	1	0	0	0	1	0	4.68213122712422	7.099201743553092	6.84587987526405	10.489633984101827	2018	6	0	0	0	0	0	0	0	1	1	0	1.0986122886681098	0.6931471805599453
1003332009815666688	2.7555710467020544	0.08536532	0.048968766	0.061519112	0.016393619	0.042492993	0.043928154	0.4342393331486724	0.3235154531486724	0	1	1	1	0	0	4.983606621708336	8.182838710766026	8.006700845440367	11.46749913675544	2018	6	0	1	0	0	0	0	0	0	0	1	0.0	0.0
1010937628521259009	-1.0488311065324956	-0.010299802	-0.011846943	-0.045726094	-0.046767592	-0.042322107	-0.047279235	-0.0098401485	0.0	0	0	1	0	1	1	5.583496308781699	10.406412044405862	6.093569770045136	11.086716686924117	2018	6	0	1	0	1	0	0	0	1	0	0	2.8903717578961645	1.0986122886681098
1010946652541075456	0.3535477590265539	0.16420501	0.10477614	0.112456456	0.103591844	0.1096458	0.10316102	0.0993088	0.0	1	0	1	1	0	0	4.543294782270004	5.111987788356544	6.068425588244111	9.231220849555536	2018	6	0	0	1	0	0	0	0	0	1	0	0.0	0.0
1103510986617569280	-0.948147495671846	0.15769716	0.07196662	0.068158805	0.13074256	0.13847242	0.13940014	0.10458047	0.0	0	0	1	0	0	0	4.983606621708336	8.554103545436334	8.642238680390461	10.904799348707671	2019	3	1	0	0	0	0	0	0	0	1	0	0.0	1.0986122886681098
1067547771702521857	1.464663321738724	0.10737125	0.0744912	0.10051007	0.05734728	0.080901615	0.102551796	0.13476075	0.0	0	1	0	0	1	0	4.48863636973214	7.955775781534187	8.136518252115291	9.763305521936266	2018	11	0	0	0	0	0	0	0	1	0	0	0.0	0.0
1010497538225524736	1.5114092839240256	0.02761744	0.026857281	0.0422271	0.04498033	-0.005786812	0.077611744	0.011818621	0.0	0	1	1	0	1	0	5.43372200355424	4.248495242049359	3.258096538021482	8.933268478636418	2018	6	0	0	0	0	0	0	0	0	1	1	0.0	0.0
1086740634998792192	2.255748835643829	0.07782852	0.05870099	0.03113461	0.06926854	0.07172403	0.06098192	0.33165890737337	0.2969742043733701	0	1	1	0	1	0	5.081404364984463	3.49650756146648	4.276666119016055	7.332369205929062	2019	1	0	0	1	0	0	0	0	0	1	0	0.0	0.0
1141301677804466177	2.6872500250466134	0.039775696	0.014018369	0.029218763	0.033536263	0.0054990556	0.060965233	0.02499972	0.0	0	1	1	0	1	0	5.579729825986222	5.697093486505405	6.0112671744041615	7.4073177104694174	2019	6	0	0	0	0	0	0	0	1	1	1	0.0	0.0
980860450685489154	2.766358576437124	0.100900635	0.041334502	0.087187886	0.065485924	0.021770678	0.09734377	0.1360634	0.3529561238647611	1	1	1	0	0	0	4.983606621708336	7.532088143541722	7.682943169878292	9.7540590390442	2018	4	0	0	0	0	0	0	0	0	1	1	0.0	0.0
1159948637767475200	-1.3544777823594678	0.07177793	0.08764993	0.017955106	0.024517285	0.046889104	0.049682703	0.07031937	0.333808200695334	0	1	1	0	1	0	5.099866427824199	5.817111159963204	6.688354713946762	9.984237702221238	2019	8	0	0	0	1	0	0	0	0	0	0	0.6931471805599453	0.0
1130517248945164288	-1.1405251092805873	0.1640585	0.10155064	0.11188639	0.06655007	0.09605566	0.09247174	0.20549756	0.0	0	0	0	1	0	0	3.49650756146648	4.77912349311153	6.727431724850855	8.68609172787805	2019	5	1	0	0	0	1	0	0	0	0	0	0.0	0.0
1183805715602984961	-1.2519962498763066	0.12345739	0.040574335	0.054031134	0.10369211	0.08461707	0.10113277	0.070629455	0.0	1	0	1	0	0	0	5.293304824724492	6.976348070447749	6.763884908562435	6.626717749249025	2019	10	0	0	0	0	0	1	0	1	1	0	2.302585092994046	1.791759469228055
1035257566681387008	-1.1674939336182617	0.16005534	0.11434761	0.09838183	0.10842016	0.10762836	0.08740221	0.12231552	0.3898712452512801	0	1	0	0	1	0	4.634728988229636	4.727387818712341	5.655991810819852	8.648396877031582	2018	8	1	0	0	0	0	0	0	0	0	0	0.0	0.0
1143481444163100673	-0.6029465441496183	0.11532437	0.08665105	0.118660316	0.10168341	0.13154498	0.11043517	0.100422665	0.0	0	1	1	0	1	0	5.4510384535657	5.313205979041787	6.093569770045136	8.999866223762636	2019	6	0	0	0	0	1	1	0	0	0	1	0.0	0.0
1131747809923862528	2.915586071105587	0.09694029	0.038076535	0.040951297	0.06292919	0.04728792	0.06553606	0.4052022393733701	0.5939484087467402	0	1	1	0	1	0	5.14166355650266	7.816416983691801	8.346167594364134	10.792756461313976	2019	5	1	0	0	1	1	0	0	1	0	0	0.0	0.0
1010834560202862593	-0.8852202388839399	0.4937233543818446	0.048997205	0.077304766	0.037691902	0.03632161	0.06324751	0.05140208	0.4024296043818446	0	0	1	0	0	0	4.68213122712422	7.790696031174738	8.290794347381356	11.479596163321366	2018	6	0	0	0	1	0	0	0	0	0	0	0.6931471805599453	0.6931471805599453
1051184077984940033	2.354634524881967	0.6970673119032518	0.18315923	0.18627326	0.14253551	0.1764611	0.10076628	0.22328418	0.4342944819032517	0	1	0	0	1	0	4.3694478524670215	6.226536669287466	5.700443573390687	10.070906955077977	2018	10	1	0	0	0	0	0	0	0	0	0	0.6931471805599453	0.0
1008425578050084870	2.9587361900458653	0.20059635	0.111873195	0.13853353	0.14300534	0.10342223	0.15450917	0.11015165	0.0	0	0	1	0	0	0	5.6240175061873385	5.262690188904886	5.849324779946859	6.703188113240863	2018	6	1	0	0	0	0	0	0	0	1	0	0.0	0.0
1111200726242508800	1.845822705711184	0.8938304075904121	0.13641928	0.1985423	0.19642836	0.480003993795206	0.21298873	0.25114778	0.8820423113856182	0	0	1	0	0	0	5.3471075307174685	8.3670677328386	8.49596955496461	10.834134735626902	2019	3	1	0	0	0	0	0	0	0	1	1	0.0	0.0
1154304547407290368	2.342049073524386	0.082601294	0.041492358	0.040863886	0.052400753	0.048669852	0.067598894	0.3279324681440422	0.5086695562880845	0	0	1	0	1	0	5.616771097666572	9.300455261418444	8.91341571815747	10.531669454243714	2019	7	0	1	0	0	0	0	0	0	1	1	2.5649493574615367	1.3862943611198906
1131990259158462465	-1.3922341364322115	0.08164683	0.024920493	0.046042383	0.0575835	0.119417034	0.061131243	0.038865745	0.2859996675026743	0	1	1	0	0	0	5.2832037287379885	6.07073772800249	6.3473892096560105	10.95425672844002	2019	5	0	0	0	0	0	0	0	0	0	0	0.0	0.0
1093716468024274944	2.586566414185964	0.08441003	0.037799135	0.015184454	0.065841146	0.052492965	0.04820926	0.01903392	0.265872585674852	0	1	1	0	1	0	5.631211781821365	5.652489180268651	6.828712071641684	6.9363427358340495	2019	2	0	0	1	0	0	0	0	1	0	0	0.0	0.0
1045017176040566785	0.294216345483671	0.13700972	0.058932416	0.077877626	0.11209036	0.13729091	0.12362672	0.13281143	0.0	0	0	1	1	0	0	5.598421958998375	7.707512194600341	7.839131648274333	10.43482143693347	2018	9	0	0	0	0	0	0	1	1	0	0	0.6931471805599453	1.6094379124341005
1040324087506120704	1.870993608426346	0.255896	0.20884909	0.208865	0.123904124	0.15396301	0.18348338	0.21672586	0.4024296043818446	0	1	0	0	1	0	4.74493212836325	10.671974089641887	9.702655732983075	11.671108005910858	2018	9	1	0	0	0	1	0	0	0	0	0	0.6931471805599453	0.6931471805599453
1057065016061505536	1.184187548626914	0.19008271	0.1212458	0.15464826	0.07949457	0.108745806	0.11801373	0.5175406934088573	0.2769378934088574	0	0	1	0	0	0	5.602118820879701	6.489204931325317	6.3578422665081	8.39660622842712	2018	10	1	0	1	0	1	1	0	0	0	1	0.0	0.0
1079094629797117952	-0.7270031361029188	0.039109286	0.08068261	0.042849816	0.05617952	0.007495926	0.115611225	0.024786877	0.0	0	1	1	0	1	0	5.616771097666572	6.97166860472579	7.759187438507795	8.781555458546402	2018	12	0	0	0	0	1	0	1	0	0	1	0.6931471805599453	0.0
1009434269587034112	-1.1638980903732383	0.13481191	0.09015912	0.09428766	0.0803497	0.110753275	0.11078971	0.16370732	0.0	1	0	0	0	0	0	4.5217885770490405	5.198497031265826	6.391917113392602	8.09376775793108	2018	6	0	0	0	0	0	0	1	0	0	0	0.0	0.6931471805599453
1197921652832641024	0.7670697322042224	0.026453635	0.02419404	0.040884033	0.009117711	0.06988561	0.10660274	0.050743453	0.0	0	1	1	0	1	0	5.351858133476067	5.030437921392435	6.641182169740591	9.089414904047302	2019	11	0	0	0	0	1	0	0	0	0	0	0.0	0.0
1040011928100331520	3.028855133323818	0.17509724	0.1921392	0.1474401	0.10808996	0.10855256	0.12792136	0.1565981	0.0	0	1	1	0	1	0	5.187385805840755	8.708474489581665	8.747193183526933	8.587278798982926	2018	9	0	0	0	0	0	0	0	0	1	1	0.0	0.0
1009851896826343425	3.1241449793169327	0.16283858	0.15227105	0.14881493	0.12971966	0.11790884	0.14228095	0.15820633	0.0	0	1	1	0	1	0	5.662960480135946	7.454719949364001	7.732807530422021	7.81156848934518	2018	6	1	0	0	0	0	0	0	0	1	0	0.6931471805599453	0.6931471805599453
1078484273420795905	2.128096400445505	0.11106905	0.08784228	0.09035873	0.08807358	0.071873724	0.1022173	0.109748185	0.0	0	1	1	1	0	0	5.429345628954441	7.679251425953058	7.970740390007095	10.700701912755346	2018	12	0	0	0	0	0	0	0	1	0	1	0.0	0.0
1115235197467934720	-1.1387271876580758	0.17791753	0.3732181156748519	0.13896282	0.07909007	0.11709828	0.10677927	0.444298385674852	1.063490342699408	0	1	1	0	1	0	5.71042701737487	5.857933154483459	5.831882477283517	8.924523226133914	2019	4	1	0	0	1	1	0	0	1	1	1	0.0	0.0
1128640943836540928	0.8048260862769661	0.12717727	0.06834839	0.08915197	0.087249056	0.09692743	0.11938922	0.115743995	0.0	0	0	0	1	0	0	3.951243718581428	7.598399329323964	7.650168700845001	11.12259031953886	2019	5	0	0	0	0	0	0	0	0	0	0	2.995732273553991	2.079441541679836
986311727619850240	-0.0635700573961376	0.09147112	0.07525621	0.043108698	0.0643581	0.06175457	0.07480467	0.10253581	0.0	0	0	1	0	0	0	4.442651256490317	4.110873864173311	5.327876168789581	9.20230820027892	2018	4	0	0	0	0	0	1	0	0	0	0	0.0	0.0
1079414546127835137	3.3129267496806505	0.15044817	0.15047345	0.12591167	0.09700335	0.08036152	0.10917056	0.100913234	0.0	1	0	1	0	0	0	5.081404364984463	10.391331099910197	10.067390523806065	11.7228865075676	2018	12	0	0	0	1	0	0	0	0	1	0	0.0	0.0
1046891722503016449	1.2363272756797503	0.10389954	0.049431097	0.08109927	0.09577696	0.08267939	0.12217811	0.0779715	0.0	0	1	1	0	1	0	5.537334267018537	3.688879454113936	4.219507705176107	7.934871565945177	2018	10	0	0	0	0	0	0	0	1	1	0	0.0	0.0
1126462312477548544	2.315080249186712	0.06069188	0.02277443	0.048677683	0.068692155	0.04900925	0.07392777	0.09132091	0.0	1	1	0	0	1	0	4.219507705176107	8.805674944038582	8.874727765766853	10.911043932475511	2019	5	0	1	0	0	0	0	0	0	0	0	0.6931471805599453	0.0
1092790266300370945	1.8026725867709048	0.18483569	0.09930551	0.12025729	0.13930143	0.13862082	0.13928337	0.14756124	0.0	0	1	1	1	1	0	4.691347882229144	6.78897174299217	7.1929342212158	9.179984251961285	2019	2	0	0	0	0	0	0	0	0	0	0	0.0	0.0
1156787569092415489	1.1194623702164963	0.054669447	-0.00044291787	0.007984096	0.023073507	0.013344641	0.04112962	0.03751713	0.0	0	1	1	0	1	0	5.666426688112432	4.77912349311153	6.030685260261263	10.385049130615592	2019	8	1	0	0	0	0	1	1	0	0	0	0.6931471805599453	0.0
967452229681795072	2.137086008558063	0.14800632	0.10371295	0.12760508	0.1343026	0.4396920604441248	0.17378767	0.0720868	0.3146579804441248	0	0	1	0	0	0	5.278114659230517	6.588926477533519	7.050122520269059	8.555066843844319	2018	2	0	0	1	0	0	0	0	0	1	0	1.791759469228055	1.3862943611198906
1079411659201015810	1.30285037571268	0.07840487	0.04663088	0.050178405	0.032167673	0.044517472	0.04820075	0.07974481	0.0	0	1	1	0	1	0	5.056245805348308	4.442651256490317	5.123963979403259	8.089175678837561	2018	12	0	0	0	0	0	0	0	0	0	0	0.0	0.0
1044834291396554768	2.286313503226526	0.21202381	0.1449109	0.13885294	0.15996303	0.155066	0.18206812	0.18056153	0.0	0	1	1	0	0	0	4.276666119016055	4.0943445622221	4.406719247264253	6.19644412779452	2018	9	0	0	0	0	0	0	0	0	1	0	0.0	0.0
1164632790765228032	2.442732684385036	0.20578969	0.14764324	0.1598261	0.5176223730688551	0.12960611	0.18161812	0.14494237	0.369269373068855	0	1	1	0	0	0	4.7535901911063645	9.137662146478196	9.179365567676752	10.35028652413727	2019	8	1	0	0	0	1	0	0	0	1	0	1.0986122886681098	0.6931471805599453
1067190767192612865	-1.1998565228234703	0.21560416	0.16572091	0.18420334	0.19739036	0.11227129	0.19480051	0.18845668	0.9102392266268374	0	1	1	0	0	0	5.209486152841421	5.786897381366708	5.342334251964811	8.204945165019208	2018	11	1	0	0	0	1	0	0	0	0	1	0.6931471805599453	0.0
982774116963921920	-0.6335112117323156	-0.00067876495	0.0016534016	-0.016890362	-0.0037792812	-0.00843371	0.010910251	-0.022110704	0.0	0	1	1	1	0	0	5.6240175061873385	7.116394144093465	7.971085753505607	9.082961442646353	2018	4	1	0	1	1	1	0	0	1	0	0	0.0	0.0
1089205734406082560	-0.7989200010033829	0.10983265	0.032429434	0.049957242	0.1111319	0.07095709	0.07030195	0.06396531	0.0	0	1	1	0	1	0	5.768320995793772	4.653960350157523	5.356586274672012	7.406103381237015	2019	1	0	0	1	0	0	0	0	0	0	1	0.0	0.0
1178848858622894087	2.9605341116683768	0.07340842	0.07834089	0.06814397	0.017070763	0.07760878	0.04219652	0.10219998	0.0	0	1	1	0	0	0	5.3981627015177525	8.76170676846664	8.602820277383675	11.068963781457745	2019	10	0	1	0	0	0	0	0	0	0	0	0.0	0.0
982373900683276289	2.73938975209945	0.07507135	0.035020407	0.049055208	0.033317585	0.039202344	0.023474427	0.0786061	0.0	0	1	1	0	1	0	5.288267030694535	6.736966958001855	6.267200548541362	10.494463570484948	2018	4	1	0	0	0	0	1	0	0	0	0	0.0	0.0
1021078255993016322	-0.7917283145133365	0.06817946	0.053424157	0.061777316	0.07820657	0.040889066	0.10523745	0.04782916	0.0	0	0	1	0	0	0	4.68213122712422	5.187385805840755	5.389071729816501	6.182084906716632	2018	7	0	1	0	0	0	0	0	0	1	0	3.1780538303479458	2.079441541679836
1031329593435869184	-1.2214315822936097	0.1290115	0.08864381	0.111219496	0.09263227	0.059026096	0.11541837	0.124407925	0.0	0	1	0	0	1	0	4.762173934797756	6.133398042996649	6.558197802812269	8.672314828283538	2018	8	0	0	0	0	1	0	1	0	0	0	0.0	0.0
1020062995362168832	2.1820340491208534	0.13850667	0.12425664	0.11413761	0.10199148	0.07343863	0.531541513068855	0.11167842	0.369269373068855	1	1	1	0	0	0	4.859812404361672	8.543835122362658	8.651374372882257	12.88899775831982	2018	7	0	0	0	0	0	0	0	0	1	1	0.0	0.0
1084708884357369860	-1.3364985661343518	0.11086403	0.0753435	0.1201339	0.03379345	0.057611093	0.082120545	0.12368579	0.8371659398268709	1	0	1	0	0	0	5.645446897643238	5.983936280687191	8.501876487304344	9.220686664030326	2019	1	0	0	0	0	0	1	1	0	0	1	0.6931471805599453	0.0
1118193272327897089	-1.056022793022542	0.08973082	0.06447888	0.057849247	0.102910355	0.08554349	0.07994132	0.07729022	0.0	0	0	1	0	0	0	5.043425116919247	9.192787212728591	9.13658618338752	12.888302953285734	2019	4	0	0	1	1	0	0	0	0	1	0	0.6931471805599453	0.6931471805599453
1079743171083595776	-1.464151001332676	0.22825919	0.15040526	0.15113604	0.14105901	0.12670659	0.13920969	0.21635161	0.0	0	0	1	0	0	0	4.941642422609304	8.343553835005117	8.480321716640333	11.787438707753658	2018	12	1	0	0	0	1	0	0	0	0	0	0.0	0.0
1199587431999082497	1.0996852323688688	0.0728677	0.0039986814	0.05150679	0.044498704	0.09104888	0.3691561627424936	0.0385684	0.2749075777424936	0	1	1	0	0	0	5.697093486505405	6.519147287940395	8.493924564476883	13.459077013457785	2019	11	0	0	1	0	0	1	0	1	0	0	0.0	0.0
